anchor,hyponym,class,stimulus
container,margarita,non_taxonomic_low_sim,"Given that a margarita is daxable, is it true that containers are daxable? Answer with Yes/No:"
container,spaghetti,non_taxonomic_high_sim,"Given that spaghetti is daxable, is it true that containers are daxable? Answer with Yes/No:"
container,crayfish,non_taxonomic_high_sim,"Given that crayfish are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,zebra,non_taxonomic_low_sim,"Given that zebras are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,refrigerator,non_taxonomic_high_sim,"Given that refrigerators are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,chain,non_taxonomic_high_sim,"Given that chains are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,puppy,non_taxonomic_low_sim,"Given that puppies are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,tube top,non_taxonomic_high_sim,"Given that tube tops are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,cardinal,non_taxonomic_low_sim,"Given that cardinals are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,alligator,non_taxonomic_low_sim,"Given that alligators are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,fruitcake,non_taxonomic_high_sim,"Given that fruitcakes are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,elephant,non_taxonomic_low_sim,"Given that elephants are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,coil,non_taxonomic_high_sim,"Given that coils are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,toast,non_taxonomic_low_sim,"Given that toasts are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,crow,non_taxonomic_low_sim,"Given that crows are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,radish,non_taxonomic_low_sim,"Given that radishes are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,noodle,non_taxonomic_high_sim,"Given that noodles are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,pony,non_taxonomic_low_sim,"Given that ponies are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,swab,non_taxonomic_high_sim,"Given that swabs are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,drum,non_taxonomic_high_sim,"Given that drums are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,duckling,non_taxonomic_low_sim,"Given that ducklings are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,mandolin,non_taxonomic_low_sim,"Given that mandolins are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,stiletto,non_taxonomic_low_sim,"Given that stilettoes are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,ostrich,non_taxonomic_high_sim,"Given that ostriches are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,tea,non_taxonomic_low_sim,"Given that tea is daxable, is it true that containers are daxable? Answer with Yes/No:"
container,juicer,non_taxonomic_high_sim,"Given that juicers are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,clam,non_taxonomic_high_sim,"Given that clams are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,cantaloupe,non_taxonomic_high_sim,"Given that cantaloupes are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,ottoman,non_taxonomic_high_sim,"Given that an ottoman is daxable, is it true that containers are daxable? Answer with Yes/No:"
container,cordon bleu,non_taxonomic_low_sim,"Given that cordon bleu sandwiches are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,fly,non_taxonomic_low_sim,"Given that flies are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,bus,non_taxonomic_high_sim,"Given that buses are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,kale,non_taxonomic_low_sim,"Given that kales are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,goose,non_taxonomic_high_sim,"Given that geese are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,rollerblade,non_taxonomic_low_sim,"Given that rollerblades are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,catfish,non_taxonomic_high_sim,"Given that a catfish is daxable, is it true that containers are daxable? Answer with Yes/No:"
container,cream cheese,non_taxonomic_low_sim,"Given that a cream cheese is daxable, is it true that containers are daxable? Answer with Yes/No:"
container,rearview mirror,non_taxonomic_low_sim,"Given that rearview mirrors are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,cocktail,non_taxonomic_low_sim,"Given that cocktails are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,sheep,non_taxonomic_low_sim,"Given that sheeps are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,zucchini,non_taxonomic_high_sim,"Given that zucchinis are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,clover,non_taxonomic_low_sim,"Given that clovers are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,spatula,non_taxonomic_high_sim,"Given that spatulas are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,string cheese,non_taxonomic_low_sim,"Given that string cheeses are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,saxophone,non_taxonomic_low_sim,"Given that saxophones are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,ski boots,non_taxonomic_low_sim,"Given that ski boots are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,tumbleweed,non_taxonomic_low_sim,"Given that tumbleweeds are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,cheeseburger,non_taxonomic_low_sim,"Given that cheeseburgers are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,moss,non_taxonomic_low_sim,"Given that mosses are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,backscratcher,non_taxonomic_high_sim,"Given that backscratchers are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,honey,non_taxonomic_low_sim,"Given that honey is daxable, is it true that containers are daxable? Answer with Yes/No:"
container,stretcher,non_taxonomic_high_sim,"Given that stretchers are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,trident,non_taxonomic_low_sim,"Given that tridents are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,maple syrup,non_taxonomic_low_sim,"Given that maple syrups are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,jacket,non_taxonomic_low_sim,"Given that jackets are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,mascara,non_taxonomic_low_sim,"Given that mascaras are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,highlighter,non_taxonomic_high_sim,"Given that highlighters are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,abacus,non_taxonomic_high_sim,"Given that abacuses are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,turkey,non_taxonomic_high_sim,"Given that turkeys are daxable, is it true that containers are daxable? Answer with Yes/No:"
container,cinnamon,non_taxonomic_high_sim,"Given that cinnamon is daxable, is it true that containers are daxable? Answer with Yes/No:"
seafood,elephant,non_taxonomic_low_sim,"Given that elephants are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,zucchini,non_taxonomic_high_sim,"Given that zucchinis are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,cane,non_taxonomic_low_sim,"Given that canes are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,knob,non_taxonomic_low_sim,"Given that knobs are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,meat,non_taxonomic_high_sim,"Given that meats are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,fruitcake,non_taxonomic_high_sim,"Given that fruitcakes are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,aquarium,non_taxonomic_high_sim,"Given that aquariums are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,goose,non_taxonomic_high_sim,"Given that geese are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,spaghetti,non_taxonomic_high_sim,"Given that spaghetti is daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,chair,non_taxonomic_low_sim,"Given that chairs are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,turkey,non_taxonomic_high_sim,"Given that turkeys are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,jacket,non_taxonomic_low_sim,"Given that jackets are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,test tube,non_taxonomic_low_sim,"Given that test tubes are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,stiletto,non_taxonomic_low_sim,"Given that stilettoes are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,rope,non_taxonomic_low_sim,"Given that ropes are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,rabbit,non_taxonomic_high_sim,"Given that rabbits are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,mirror,non_taxonomic_low_sim,"Given that mirrors are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,cantaloupe,non_taxonomic_high_sim,"Given that cantaloupes are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,stool,non_taxonomic_low_sim,"Given that stools are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,cinnamon,non_taxonomic_high_sim,"Given that cinnamon is daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,scoop,non_taxonomic_low_sim,"Given that a scoop is daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,belt buckle,non_taxonomic_low_sim,"Given that belt buckles are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,pickle,non_taxonomic_high_sim,"Given that pickles are daxable, is it true that seafood is daxable? Answer with Yes/No:"
seafood,lasagna,non_taxonomic_high_sim,"Given that lasagna is daxable, is it true that seafood is daxable? Answer with Yes/No:"
kitchen tool,toaster oven,non_taxonomic_high_sim,"Given that a toaster oven is daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,rabbit,non_taxonomic_high_sim,"Given that rabbits are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,stove,non_taxonomic_high_sim,"Given that stoves are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,highlighter,non_taxonomic_high_sim,"Given that highlighters are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,cardinal,non_taxonomic_low_sim,"Given that cardinals are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,turkey,non_taxonomic_high_sim,"Given that turkeys are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,bull,non_taxonomic_low_sim,"Given that bulls are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,dustpan,non_taxonomic_high_sim,"Given that dustpans are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,backscratcher,non_taxonomic_high_sim,"Given that backscratchers are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,zebra,non_taxonomic_low_sim,"Given that zebras are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,elephant,non_taxonomic_low_sim,"Given that elephants are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,noodle,non_taxonomic_high_sim,"Given that noodles are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,puppy,non_taxonomic_low_sim,"Given that puppies are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,lasagna,non_taxonomic_high_sim,"Given that lasagna is daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,duckling,non_taxonomic_low_sim,"Given that ducklings are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,honey,non_taxonomic_low_sim,"Given that honey is daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,stretcher,non_taxonomic_high_sim,"Given that stretchers are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,toaster,non_taxonomic_high_sim,"Given that toasters are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,mirror,non_taxonomic_low_sim,"Given that mirrors are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,lemon,non_taxonomic_low_sim,"Given that lemons are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,rope,non_taxonomic_low_sim,"Given that ropes are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,margarita,non_taxonomic_low_sim,"Given that a margarita is daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,latch,non_taxonomic_high_sim,"Given that latches are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,tube top,non_taxonomic_high_sim,"Given that tube tops are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,cantaloupe,non_taxonomic_high_sim,"Given that cantaloupes are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,nut,non_taxonomic_low_sim,"Given that nuts are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,lamb,non_taxonomic_low_sim,"Given that lambs are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
kitchen tool,dynamite,non_taxonomic_low_sim,"Given that dynamites are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
musical instrument,clover,non_taxonomic_low_sim,"Given that clovers are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,zebra,non_taxonomic_low_sim,"Given that zebras are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,dustpan,non_taxonomic_high_sim,"Given that dustpans are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,hook,non_taxonomic_low_sim,"Given that hooks are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,chalk,non_taxonomic_high_sim,"Given that chalks are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,coil,non_taxonomic_high_sim,"Given that coils are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,lamb,non_taxonomic_low_sim,"Given that lambs are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,dynamite,non_taxonomic_low_sim,"Given that dynamites are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,rooster,non_taxonomic_low_sim,"Given that roosters are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,alligator,non_taxonomic_low_sim,"Given that alligators are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,whisk,non_taxonomic_high_sim,"Given that whisks are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,scoop,non_taxonomic_low_sim,"Given that a scoop is daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,duckling,non_taxonomic_low_sim,"Given that ducklings are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,puppy,non_taxonomic_low_sim,"Given that puppies are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,elephant,non_taxonomic_low_sim,"Given that elephants are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,jacket,non_taxonomic_low_sim,"Given that jackets are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,generator,non_taxonomic_high_sim,"Given that generators are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,envelope,non_taxonomic_high_sim,"Given that envelopes are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,mixer,non_taxonomic_high_sim,"Given that mixers are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,tube top,non_taxonomic_high_sim,"Given that tube tops are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,bull,non_taxonomic_low_sim,"Given that bulls are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,chain,non_taxonomic_high_sim,"Given that chains are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,latch,non_taxonomic_high_sim,"Given that latches are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,projector,non_taxonomic_high_sim,"Given that projectors are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,rope,non_taxonomic_low_sim,"Given that ropes are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,swab,non_taxonomic_high_sim,"Given that swabs are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,highlighter,non_taxonomic_high_sim,"Given that highlighters are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,rabbit,non_taxonomic_high_sim,"Given that rabbits are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,backscratcher,non_taxonomic_high_sim,"Given that backscratchers are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,lemon,non_taxonomic_low_sim,"Given that lemons are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,stretcher,non_taxonomic_high_sim,"Given that stretchers are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,prune,non_taxonomic_low_sim,"Given that prunes are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,margarita,non_taxonomic_low_sim,"Given that a margarita is daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
musical instrument,hearing aid,non_taxonomic_high_sim,"Given that hearing aids are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
clothing,duffel bag,non_taxonomic_high_sim,"Given that duffel bags are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,tea,non_taxonomic_low_sim,"Given that tea is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,scallop,non_taxonomic_high_sim,"Given that scallops are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,bus,non_taxonomic_high_sim,"Given that buses are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,elephant,non_taxonomic_low_sim,"Given that elephants are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,glass,non_taxonomic_low_sim,"Given that glasses are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,scoop,non_taxonomic_low_sim,"Given that a scoop is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,spaghetti,non_taxonomic_high_sim,"Given that spaghetti is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,pinwheel,non_taxonomic_high_sim,"Given that pinwheels are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,spatula,non_taxonomic_high_sim,"Given that spatulas are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,apple,non_taxonomic_low_sim,"Given that apples are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,puppy,non_taxonomic_low_sim,"Given that puppies are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,whisk,non_taxonomic_high_sim,"Given that whisks are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,rabbit,non_taxonomic_high_sim,"Given that rabbits are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,coil,non_taxonomic_high_sim,"Given that coils are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,peanut,non_taxonomic_low_sim,"Given that peanuts are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,honey,non_taxonomic_low_sim,"Given that honey is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,gorilla,non_taxonomic_low_sim,"Given that gorillas are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,cream cheese,non_taxonomic_low_sim,"Given that a cream cheese is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,ottoman,non_taxonomic_high_sim,"Given that an ottoman is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,banana,non_taxonomic_low_sim,"Given that bananas are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,abacus,non_taxonomic_high_sim,"Given that abacuses are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,strawberry,non_taxonomic_low_sim,"Given that strawberries are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,hawk,non_taxonomic_low_sim,"Given that hawks are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,clover,non_taxonomic_low_sim,"Given that clovers are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,fruitcake,non_taxonomic_high_sim,"Given that fruitcakes are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,cantaloupe,non_taxonomic_high_sim,"Given that cantaloupes are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,velcro,non_taxonomic_high_sim,"Given that velcros are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,cinnamon,non_taxonomic_high_sim,"Given that cinnamon is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,kitten,non_taxonomic_low_sim,"Given that kittens are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,backscratcher,non_taxonomic_high_sim,"Given that backscratchers are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,dollhouse,non_taxonomic_high_sim,"Given that dollhouses are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,stroller,non_taxonomic_high_sim,"Given that strollers are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,hook,non_taxonomic_low_sim,"Given that hooks are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,centerpiece,non_taxonomic_high_sim,"Given that centerpieces are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,trident,non_taxonomic_low_sim,"Given that tridents are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,goose,non_taxonomic_high_sim,"Given that geese are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,mandolin,non_taxonomic_low_sim,"Given that mandolins are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,mirror,non_taxonomic_low_sim,"Given that mirrors are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,corsage,non_taxonomic_high_sim,"Given that corsages are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,calf,non_taxonomic_low_sim,"Given that calves are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,coaster,non_taxonomic_high_sim,"Given that coasters are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,keg,non_taxonomic_low_sim,"Given that kegs are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,clothespin,non_taxonomic_high_sim,"Given that clothespins are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,kite,non_taxonomic_high_sim,"Given that kites are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,rope,non_taxonomic_low_sim,"Given that ropes are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,prune,non_taxonomic_low_sim,"Given that prunes are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,eel,non_taxonomic_high_sim,"Given that eels are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,toast,non_taxonomic_low_sim,"Given that toasts are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,dynamite,non_taxonomic_low_sim,"Given that dynamites are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,zebra,non_taxonomic_low_sim,"Given that zebras are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,macaroni,non_taxonomic_high_sim,"Given that macaroni is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,crow,non_taxonomic_low_sim,"Given that crows are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,peanut butter,non_taxonomic_low_sim,"Given that peanut butter is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,duckling,non_taxonomic_low_sim,"Given that ducklings are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,chalk,non_taxonomic_high_sim,"Given that chalks are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,hearing aid,non_taxonomic_high_sim,"Given that hearing aids are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,lamb,non_taxonomic_low_sim,"Given that lambs are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,latch,non_taxonomic_high_sim,"Given that latches are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,funnel,non_taxonomic_high_sim,"Given that funnels are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,jelly bean,non_taxonomic_low_sim,"Given that jelly beans are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,margarita,non_taxonomic_low_sim,"Given that a margarita is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,noodle,non_taxonomic_high_sim,"Given that noodles are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,maple syrup,non_taxonomic_low_sim,"Given that maple syrups are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,stool,non_taxonomic_low_sim,"Given that stools are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,whipped cream,non_taxonomic_low_sim,"Given that whipped creams are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,jam,non_taxonomic_low_sim,"Given that a jam is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,lasagna,non_taxonomic_high_sim,"Given that lasagna is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,spear,non_taxonomic_high_sim,"Given that spears are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,stretcher,non_taxonomic_high_sim,"Given that stretchers are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,poppy,non_taxonomic_low_sim,"Given that poppies are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,bolt,non_taxonomic_high_sim,"Given that bolts are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,pickle,non_taxonomic_high_sim,"Given that pickles are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,highlighter,non_taxonomic_high_sim,"Given that highlighters are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,bull,non_taxonomic_low_sim,"Given that bulls are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,cracker,non_taxonomic_high_sim,"Given that crackers are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,chain,non_taxonomic_high_sim,"Given that chains are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,swab,non_taxonomic_high_sim,"Given that swabs are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,rearview mirror,non_taxonomic_low_sim,"Given that rearview mirrors are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,flask,non_taxonomic_low_sim,"Given that flasks are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,balloon,non_taxonomic_low_sim,"Given that balloons are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,rooster,non_taxonomic_low_sim,"Given that roosters are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,alligator,non_taxonomic_low_sim,"Given that alligators are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,fork,non_taxonomic_low_sim,"Given that forks are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,chickpea,non_taxonomic_high_sim,"Given that a chickpea is daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,clam,non_taxonomic_high_sim,"Given that clams are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,tweezers,non_taxonomic_high_sim,"Given that tweezers are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,washcloth,non_taxonomic_high_sim,"Given that washcloths are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,crayfish,non_taxonomic_high_sim,"Given that crayfish are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,dustpan,non_taxonomic_high_sim,"Given that dustpans are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,string cheese,non_taxonomic_low_sim,"Given that string cheeses are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,pea,non_taxonomic_high_sim,"Given that peas are daxable, is it true that clothings are daxable? Answer with Yes/No:"
clothing,broom,non_taxonomic_high_sim,"Given that brooms are daxable, is it true that clothings are daxable? Answer with Yes/No:"
