anchor,hyponym,class
plant,scallion,non_taxonomic_high_sim
plant,goose,non_taxonomic_high_sim
plant,eel,non_taxonomic_high_sim
animal,cocktail,non_taxonomic_low_sim
animal,tube top,non_taxonomic_high_sim
animal,orchid,non_taxonomic_high_sim
animal,gumball,non_taxonomic_low_sim
animal,chalk,non_taxonomic_high_sim
animal,banana split,non_taxonomic_low_sim
animal,meat,non_taxonomic_high_sim
animal,belt,non_taxonomic_low_sim
animal,pot,non_taxonomic_high_sim
animal,blouse,non_taxonomic_low_sim
animal,ballot box,non_taxonomic_low_sim
animal,piecrust,non_taxonomic_low_sim
animal,hearing aid,non_taxonomic_high_sim
animal,cinnamon,non_taxonomic_high_sim
animal,tea,non_taxonomic_low_sim
animal,broom,non_taxonomic_high_sim
animal,saxophone,non_taxonomic_low_sim
animal,jelly bean,non_taxonomic_low_sim
animal,measuring cup,non_taxonomic_low_sim
animal,pocket watch,non_taxonomic_low_sim
animal,jeep,non_taxonomic_high_sim
animal,strawberry,non_taxonomic_low_sim
animal,mushroom,non_taxonomic_high_sim
animal,pumpkin,non_taxonomic_high_sim
animal,margarita,non_taxonomic_low_sim
animal,poinsettia,non_taxonomic_high_sim
animal,computer,non_taxonomic_high_sim
animal,pea,non_taxonomic_high_sim
animal,taffy,non_taxonomic_low_sim
animal,rocket,non_taxonomic_low_sim
animal,noodle,non_taxonomic_high_sim
animal,abacus,non_taxonomic_high_sim
animal,rack,non_taxonomic_low_sim
animal,chickpea,non_taxonomic_high_sim
animal,brake,non_taxonomic_low_sim
animal,swab,non_taxonomic_high_sim
animal,guacamole,non_taxonomic_low_sim
animal,cane,non_taxonomic_low_sim
animal,car,non_taxonomic_high_sim
animal,tostada,non_taxonomic_low_sim
animal,rifle,non_taxonomic_low_sim
animal,bassoon,non_taxonomic_low_sim
animal,kite,non_taxonomic_high_sim
animal,dollhouse,non_taxonomic_high_sim
animal,airplane,non_taxonomic_high_sim
animal,scoop,non_taxonomic_low_sim
animal,robe,non_taxonomic_low_sim
animal,mandolin,non_taxonomic_low_sim
animal,ski boots,non_taxonomic_low_sim
animal,bumper,non_taxonomic_high_sim
animal,peeler,non_taxonomic_high_sim
animal,jersey,non_taxonomic_low_sim
animal,whisk,non_taxonomic_high_sim
animal,router,non_taxonomic_high_sim
animal,stretcher,non_taxonomic_high_sim
animal,pepper,non_taxonomic_high_sim
animal,rattle,non_taxonomic_high_sim
animal,doghouse,non_taxonomic_high_sim
animal,belt buckle,non_taxonomic_low_sim
animal,wallpaper,non_taxonomic_low_sim
animal,grenade,non_taxonomic_low_sim
animal,zucchini,non_taxonomic_high_sim
animal,rope,non_taxonomic_low_sim
animal,broccoli,non_taxonomic_high_sim
animal,coil,non_taxonomic_high_sim
animal,creme brulee,non_taxonomic_low_sim
animal,stained glass,non_taxonomic_low_sim
animal,gumdrop,non_taxonomic_low_sim
animal,rollerblade,non_taxonomic_low_sim
animal,cordon bleu,non_taxonomic_low_sim
animal,incubator,non_taxonomic_high_sim
animal,tapestry,non_taxonomic_low_sim
animal,spatula,non_taxonomic_high_sim
animal,wheelbarrow,non_taxonomic_high_sim
animal,kaleidoscope,non_taxonomic_high_sim
animal,apple,non_taxonomic_low_sim
animal,aquarium,non_taxonomic_high_sim
animal,bolt,non_taxonomic_high_sim
animal,banjo,non_taxonomic_low_sim
animal,machete,non_taxonomic_high_sim
animal,hook,non_taxonomic_high_sim
animal,hook,non_taxonomic_high_sim
animal,scallion,non_taxonomic_high_sim
animal,prune,non_taxonomic_low_sim
animal,lighter,non_taxonomic_high_sim
animal,okra,non_taxonomic_high_sim
animal,envelope,non_taxonomic_high_sim
animal,rearview mirror,non_taxonomic_low_sim
animal,police car,non_taxonomic_high_sim
animal,stroller,non_taxonomic_high_sim
animal,turntable,non_taxonomic_low_sim
animal,brace,non_taxonomic_low_sim
animal,jacket,non_taxonomic_low_sim
animal,fishbowl,non_taxonomic_high_sim
animal,cantaloupe,non_taxonomic_high_sim
animal,banana,non_taxonomic_low_sim
animal,wrap,non_taxonomic_low_sim
animal,cream cheese,non_taxonomic_low_sim
animal,bowl,non_taxonomic_low_sim
animal,waffle,non_taxonomic_low_sim
animal,backscratcher,non_taxonomic_high_sim
animal,cornbread,non_taxonomic_low_sim
animal,mirror,non_taxonomic_low_sim
animal,knob,non_taxonomic_low_sim
animal,razor blade,non_taxonomic_high_sim
animal,scarecrow,non_taxonomic_high_sim
animal,cheeseburger,non_taxonomic_low_sim
animal,corsage,non_taxonomic_high_sim
animal,artichoke,non_taxonomic_high_sim
animal,lemon,non_taxonomic_low_sim
animal,maple syrup,non_taxonomic_low_sim
animal,lingerie,non_taxonomic_low_sim
animal,shortbread,non_taxonomic_low_sim
animal,hotdog,non_taxonomic_high_sim
animal,leotard,non_taxonomic_high_sim
animal,latch,non_taxonomic_high_sim
animal,granola,non_taxonomic_low_sim
animal,tongs,non_taxonomic_high_sim
animal,quad,non_taxonomic_high_sim
animal,stool,non_taxonomic_low_sim
animal,chain,non_taxonomic_high_sim
animal,celery,non_taxonomic_high_sim
animal,birthday cake,non_taxonomic_low_sim
animal,chariot,non_taxonomic_high_sim
animal,dustpan,non_taxonomic_high_sim
animal,spaghetti,non_taxonomic_high_sim
animal,drum,non_taxonomic_high_sim
animal,whipped cream,non_taxonomic_low_sim
animal,lettuce,non_taxonomic_high_sim
animal,lasagna,non_taxonomic_high_sim
animal,trident,non_taxonomic_low_sim
animal,bonnet,non_taxonomic_low_sim
animal,cheesecake,non_taxonomic_high_sim
animal,tweezers,non_taxonomic_high_sim
animal,peanut,non_taxonomic_high_sim
animal,glass,non_taxonomic_low_sim
animal,bikini,non_taxonomic_low_sim
animal,pickle,non_taxonomic_high_sim
animal,lemonade,non_taxonomic_low_sim
animal,jam,non_taxonomic_low_sim
animal,flour,non_taxonomic_low_sim
animal,chair,non_taxonomic_low_sim
animal,balloon,non_taxonomic_low_sim
animal,robot,non_taxonomic_high_sim
animal,tomato,non_taxonomic_high_sim
animal,ottoman,non_taxonomic_high_sim
animal,clover,non_taxonomic_low_sim
animal,toast,non_taxonomic_low_sim
animal,centerpiece,non_taxonomic_high_sim
animal,sprouts,non_taxonomic_high_sim
animal,string cheese,non_taxonomic_low_sim
animal,honey,non_taxonomic_low_sim
animal,coop,non_taxonomic_low_sim
animal,mascara,non_taxonomic_low_sim
animal,test tube,non_taxonomic_low_sim
animal,triangle,non_taxonomic_high_sim
animal,razor,non_taxonomic_low_sim
animal,cape,non_taxonomic_low_sim
animal,bunkbed,non_taxonomic_low_sim
animal,spear,non_taxonomic_high_sim
animal,squash,non_taxonomic_high_sim
animal,go-kart,non_taxonomic_high_sim
animal,peanut butter,non_taxonomic_low_sim
animal,nail clippers,non_taxonomic_high_sim
animal,flask,non_taxonomic_low_sim
animal,bus,non_taxonomic_high_sim
animal,fruitcake,non_taxonomic_high_sim
animal,onion,non_taxonomic_high_sim
animal,lip balm,non_taxonomic_low_sim
animal,pineapple,non_taxonomic_high_sim
animal,macaroni,non_taxonomic_high_sim
animal,highlighter,non_taxonomic_high_sim
animal,dynamite,non_taxonomic_low_sim
animal,stiletto,non_taxonomic_low_sim
animal,nut,non_taxonomic_low_sim
animal,pinwheel,non_taxonomic_high_sim
animal,fork,non_taxonomic_low_sim
animal,penlight,non_taxonomic_low_sim
toiletry,cantaloupe,non_taxonomic_high_sim
toiletry,chain,non_taxonomic_high_sim
toiletry,coil,non_taxonomic_high_sim
toiletry,whisk,non_taxonomic_high_sim
toiletry,jacket,non_taxonomic_low_sim
toiletry,puppy,non_taxonomic_low_sim
toiletry,abacus,non_taxonomic_high_sim
toiletry,bolt,non_taxonomic_high_sim
toiletry,scallop,non_taxonomic_high_sim
toiletry,stretcher,non_taxonomic_high_sim
toiletry,backscratcher,non_taxonomic_high_sim
toiletry,calf,non_taxonomic_low_sim
toiletry,lamb,non_taxonomic_low_sim
toiletry,rope,non_taxonomic_low_sim
toiletry,tube top,non_taxonomic_high_sim
toiletry,duckling,non_taxonomic_low_sim
toiletry,latch,non_taxonomic_high_sim
toiletry,honey,non_taxonomic_low_sim
toiletry,hawk,non_taxonomic_low_sim
toiletry,elephant,non_taxonomic_low_sim
toiletry,highlighter,non_taxonomic_high_sim
toiletry,dustpan,non_taxonomic_high_sim
toiletry,bull,non_taxonomic_low_sim
toiletry,crayfish,non_taxonomic_high_sim
toiletry,envelope,non_taxonomic_high_sim
toiletry,nut,non_taxonomic_low_sim
toiletry,rooster,non_taxonomic_low_sim
toiletry,rabbit,non_taxonomic_high_sim
toiletry,hook,non_taxonomic_low_sim
toiletry,zebra,non_taxonomic_low_sim
toiletry,bassoon,non_taxonomic_low_sim
toiletry,keg,non_taxonomic_low_sim
food,stove,non_taxonomic_high_sim
food,inhaler,non_taxonomic_high_sim
food,slicer,non_taxonomic_high_sim
food,car,non_taxonomic_high_sim
food,canister,non_taxonomic_high_sim
food,bonsai,non_taxonomic_low_sim
food,handle,non_taxonomic_high_sim
food,slug,non_taxonomic_high_sim
food,diaper,non_taxonomic_low_sim
food,whale,non_taxonomic_high_sim
food,balloon,non_taxonomic_low_sim
food,lectern,non_taxonomic_high_sim
food,wallpaper,non_taxonomic_low_sim
food,comb,non_taxonomic_low_sim
food,ivy,non_taxonomic_low_sim
food,bamboo,non_taxonomic_high_sim
food,chinchilla,non_taxonomic_high_sim
food,mixer,non_taxonomic_high_sim
food,bongo,non_taxonomic_low_sim
food,revolver,non_taxonomic_high_sim
food,centerpiece,non_taxonomic_high_sim
food,latch,non_taxonomic_high_sim
food,bonnet,non_taxonomic_low_sim
food,eagle,non_taxonomic_high_sim
food,water bottle,non_taxonomic_high_sim
food,highchair,non_taxonomic_high_sim
food,tape recorder,non_taxonomic_low_sim
food,anklet,non_taxonomic_low_sim
food,chain,non_taxonomic_high_sim
food,noisemaker,non_taxonomic_high_sim
food,watering can,non_taxonomic_high_sim
food,ant,non_taxonomic_high_sim
food,ostrich,non_taxonomic_high_sim
food,jersey,non_taxonomic_low_sim
food,ashtray,non_taxonomic_high_sim
food,penguin,non_taxonomic_low_sim
food,deodorant,non_taxonomic_high_sim
food,chalk,non_taxonomic_high_sim
food,puppy,non_taxonomic_low_sim
food,doghouse,non_taxonomic_high_sim
food,rattlesnake,non_taxonomic_low_sim
food,alpaca,non_taxonomic_low_sim
food,bunkbed,non_taxonomic_low_sim
food,lego,non_taxonomic_low_sim
food,stained glass,non_taxonomic_low_sim
food,whisk,non_taxonomic_high_sim
food,cobra,non_taxonomic_low_sim
food,muff,non_taxonomic_high_sim
food,closet,non_taxonomic_low_sim
food,cape,non_taxonomic_low_sim
food,machete,non_taxonomic_high_sim
food,cruise ship,non_taxonomic_low_sim
food,combination lock,non_taxonomic_low_sim
food,hotplate,non_taxonomic_high_sim
food,pocket watch,non_taxonomic_low_sim
food,tongs,non_taxonomic_low_sim
food,nail file,non_taxonomic_low_sim
food,buckle,non_taxonomic_low_sim
food,cougar,non_taxonomic_low_sim
food,rearview mirror,non_taxonomic_low_sim
food,razor,non_taxonomic_low_sim
food,broom,non_taxonomic_high_sim
food,vest,non_taxonomic_high_sim
food,cardigan,non_taxonomic_low_sim
food,spear,non_taxonomic_high_sim
food,cane,non_taxonomic_low_sim
food,coffin,non_taxonomic_low_sim
food,coaster,non_taxonomic_high_sim
food,rollerskate,non_taxonomic_low_sim
food,juicer,non_taxonomic_high_sim
food,backscratcher,non_taxonomic_high_sim
food,moss,non_taxonomic_low_sim
food,blouse,non_taxonomic_low_sim
food,television,non_taxonomic_high_sim
food,jug,non_taxonomic_low_sim
food,doll,non_taxonomic_low_sim
food,tambourine,non_taxonomic_low_sim
food,mirror,non_taxonomic_low_sim
food,cord,non_taxonomic_low_sim
food,boa,non_taxonomic_low_sim
food,skirt,non_taxonomic_low_sim
food,mitten,non_taxonomic_low_sim
food,rattle,non_taxonomic_high_sim
food,sheep,non_taxonomic_low_sim
food,ski boots,non_taxonomic_low_sim
food,shaving cream,non_taxonomic_high_sim
food,ink,non_taxonomic_high_sim
food,coil,non_taxonomic_high_sim
food,tapestry,non_taxonomic_high_sim
food,pin,non_taxonomic_high_sim
food,water heater,non_taxonomic_high_sim
food,computer,non_taxonomic_high_sim
food,shredder,non_taxonomic_high_sim
food,centrifuge,non_taxonomic_high_sim
food,bus,non_taxonomic_high_sim
food,cable,non_taxonomic_low_sim
food,bush,non_taxonomic_low_sim
food,clarinet,non_taxonomic_low_sim
food,weasel,non_taxonomic_high_sim
food,birdbath,non_taxonomic_high_sim
food,roadsweeper,non_taxonomic_high_sim
food,staple,non_taxonomic_high_sim
food,leech,non_taxonomic_high_sim
food,belt buckle,non_taxonomic_low_sim
food,brace,non_taxonomic_low_sim
food,hook,non_taxonomic_high_sim
food,hook,non_taxonomic_high_sim
food,crow,non_taxonomic_low_sim
food,chariot,non_taxonomic_high_sim
food,gun,non_taxonomic_high_sim
food,harp,non_taxonomic_low_sim
food,stretcher,non_taxonomic_high_sim
food,pinwheel,non_taxonomic_high_sim
food,briefcase,non_taxonomic_low_sim
food,mascara,non_taxonomic_low_sim
food,trident,non_taxonomic_low_sim
food,bowl,non_taxonomic_high_sim
food,tapestry,non_taxonomic_high_sim
food,rocking chair,non_taxonomic_low_sim
food,alligator,non_taxonomic_low_sim
food,burner,non_taxonomic_high_sim
food,water filter,non_taxonomic_high_sim
food,grass,non_taxonomic_high_sim
food,knob,non_taxonomic_low_sim
food,saxophone,non_taxonomic_low_sim
food,chair,non_taxonomic_low_sim
food,cardinal,non_taxonomic_low_sim
food,pitcher,non_taxonomic_high_sim
food,bassoon,non_taxonomic_low_sim
food,go-kart,non_taxonomic_high_sim
food,bowtie,non_taxonomic_low_sim
food,abacus,non_taxonomic_high_sim
food,marker,non_taxonomic_low_sim
food,food processor,non_taxonomic_high_sim
food,joystick,non_taxonomic_high_sim
food,keg,non_taxonomic_low_sim
food,breadbox,non_taxonomic_high_sim
food,hourglass,non_taxonomic_low_sim
food,maggot,non_taxonomic_high_sim
food,brake,non_taxonomic_low_sim
food,test tube,non_taxonomic_low_sim
food,statue,non_taxonomic_low_sim
food,chariot,non_taxonomic_high_sim
food,cummerbund,non_taxonomic_low_sim
food,bat,non_taxonomic_high_sim
food,snail,non_taxonomic_high_sim
food,bee,non_taxonomic_low_sim
food,footbath,non_taxonomic_high_sim
food,sandbag,non_taxonomic_high_sim
food,folder,non_taxonomic_low_sim
food,bell,non_taxonomic_low_sim
food,snail,non_taxonomic_high_sim
food,stiletto,non_taxonomic_low_sim
food,mongoose,non_taxonomic_low_sim
food,spear,non_taxonomic_high_sim
food,fishbowl,non_taxonomic_high_sim
food,rake,non_taxonomic_high_sim
food,hinge,non_taxonomic_low_sim
food,calf,non_taxonomic_low_sim
food,chessboard,non_taxonomic_low_sim
food,skewer,non_taxonomic_high_sim
food,kitten,non_taxonomic_low_sim
food,rope,non_taxonomic_low_sim
food,gazelle,non_taxonomic_low_sim
food,dog,non_taxonomic_high_sim
food,router,non_taxonomic_high_sim
food,seaplane,non_taxonomic_low_sim
food,razor blade,non_taxonomic_high_sim
food,machine gun,non_taxonomic_low_sim
food,stool,non_taxonomic_low_sim
food,moose,non_taxonomic_low_sim
food,underwear,non_taxonomic_high_sim
food,jukebox,non_taxonomic_high_sim
food,dishwasher,non_taxonomic_high_sim
food,squirt gun,non_taxonomic_high_sim
food,hawk,non_taxonomic_low_sim
food,mandolin,non_taxonomic_low_sim
food,brush,non_taxonomic_low_sim
food,pot,non_taxonomic_high_sim
food,inkwell,non_taxonomic_high_sim
food,crystal ball,non_taxonomic_low_sim
food,freezer,non_taxonomic_high_sim
food,scoop,non_taxonomic_low_sim
food,chopsticks,non_taxonomic_high_sim
food,banjo,non_taxonomic_low_sim
food,clover,non_taxonomic_low_sim
food,microwave,non_taxonomic_high_sim
food,dollhouse,non_taxonomic_high_sim
food,sweeper,non_taxonomic_high_sim
food,jumpsuit,non_taxonomic_low_sim
food,kite,non_taxonomic_high_sim
food,kaleidoscope,non_taxonomic_high_sim
food,horn,non_taxonomic_low_sim
food,tube top,non_taxonomic_high_sim
food,highlighter,non_taxonomic_high_sim
food,duckling,non_taxonomic_low_sim
food,coral,non_taxonomic_high_sim
food,organ,non_taxonomic_low_sim
food,robe,non_taxonomic_low_sim
food,belt,non_taxonomic_low_sim
food,lightbulb,non_taxonomic_high_sim
food,lingerie,non_taxonomic_low_sim
food,jacket,non_taxonomic_low_sim
food,mole,non_taxonomic_high_sim
food,wig,non_taxonomic_low_sim
food,rifle,non_taxonomic_low_sim
food,costume,non_taxonomic_low_sim
food,cuckoo clock,non_taxonomic_low_sim
food,rollerblade,non_taxonomic_low_sim
food,penlight,non_taxonomic_low_sim
food,anteater,non_taxonomic_low_sim
food,camcorder,non_taxonomic_low_sim
food,lighter,non_taxonomic_high_sim
food,chicken wire,non_taxonomic_low_sim
food,catapult,non_taxonomic_high_sim
food,flamingo,non_taxonomic_low_sim
food,glass,non_taxonomic_low_sim
food,kangaroo,non_taxonomic_low_sim
food,turntable,non_taxonomic_low_sim
food,needle,non_taxonomic_low_sim
food,bison,non_taxonomic_low_sim
food,toaster,non_taxonomic_high_sim
food,elephant,non_taxonomic_low_sim
food,bull,non_taxonomic_low_sim
food,zebra,non_taxonomic_low_sim
food,rack,non_taxonomic_low_sim
food,trombone,non_taxonomic_low_sim
food,dresser,non_taxonomic_low_sim
food,incubator,non_taxonomic_high_sim
food,nail clippers,non_taxonomic_high_sim
food,quill,non_taxonomic_low_sim
food,cleaver,non_taxonomic_high_sim
food,koala,non_taxonomic_high_sim
food,coyote,non_taxonomic_low_sim
food,snowshoe,non_taxonomic_high_sim
food,drum,non_taxonomic_high_sim
food,flask,non_taxonomic_low_sim
food,ottoman,non_taxonomic_high_sim
food,moth,non_taxonomic_low_sim
food,bumper,non_taxonomic_high_sim
food,rooster,non_taxonomic_low_sim
food,monkey,non_taxonomic_low_sim
food,wheelbarrow,non_taxonomic_high_sim
food,tumbleweed,non_taxonomic_low_sim
food,watch,non_taxonomic_low_sim
food,quad,non_taxonomic_high_sim
food,whip,non_taxonomic_low_sim
food,beaver,non_taxonomic_high_sim
food,metal detector,non_taxonomic_high_sim
food,measuring cup,non_taxonomic_low_sim
food,tweezers,non_taxonomic_high_sim
food,ballot box,non_taxonomic_low_sim
food,seal,non_taxonomic_high_sim
food,dynamite,non_taxonomic_low_sim
food,plunger,non_taxonomic_high_sim
food,letter opener,non_taxonomic_high_sim
food,swab,non_taxonomic_high_sim
food,hearing aid,non_taxonomic_high_sim
food,christmas tree,non_taxonomic_high_sim
food,bolt,non_taxonomic_high_sim
food,purse,non_taxonomic_high_sim
food,spatula,non_taxonomic_high_sim
food,jar,non_taxonomic_low_sim
food,stroller,non_taxonomic_high_sim
food,drill,non_taxonomic_high_sim
food,scarecrow,non_taxonomic_high_sim
food,boot,non_taxonomic_low_sim
food,dustpan,non_taxonomic_high_sim
food,stapler,non_taxonomic_high_sim
food,gorilla,non_taxonomic_low_sim
food,jump rope,non_taxonomic_high_sim
food,ladle,non_taxonomic_high_sim
food,flyswatter,non_taxonomic_low_sim
food,file,non_taxonomic_low_sim
food,sunflower,non_taxonomic_low_sim
food,ratchet,non_taxonomic_high_sim
food,weed,non_taxonomic_high_sim
food,envelope,non_taxonomic_high_sim
food,fly,non_taxonomic_low_sim
food,corsage,non_taxonomic_high_sim
food,limousine,non_taxonomic_low_sim
food,book,non_taxonomic_high_sim
food,grille,non_taxonomic_low_sim
food,pony,non_taxonomic_low_sim
food,funnel,non_taxonomic_high_sim
food,squirrel,non_taxonomic_high_sim
food,bikini,non_taxonomic_low_sim
food,hoe,non_taxonomic_high_sim
food,poinsettia,non_taxonomic_high_sim
food,bulldozer,non_taxonomic_high_sim
food,hot-water bottle,non_taxonomic_high_sim
food,refrigerator,non_taxonomic_high_sim
food,bench,non_taxonomic_low_sim
food,tuba,non_taxonomic_low_sim
vehicle,taffy,non_taxonomic_low_sim
vehicle,mandolin,non_taxonomic_low_sim
vehicle,stretcher,non_taxonomic_high_sim
vehicle,cream cheese,non_taxonomic_low_sim
vehicle,scoop,non_taxonomic_low_sim
vehicle,rope,non_taxonomic_low_sim
vehicle,spatula,non_taxonomic_high_sim
vehicle,duckling,non_taxonomic_low_sim
vehicle,car seat,non_taxonomic_high_sim
vehicle,string cheese,non_taxonomic_low_sim
vehicle,router,non_taxonomic_high_sim
vehicle,prune,non_taxonomic_low_sim
vehicle,noodle,non_taxonomic_high_sim
vehicle,peeler,non_taxonomic_high_sim
vehicle,generator,non_taxonomic_high_sim
vehicle,margarita,non_taxonomic_low_sim
vehicle,honey,non_taxonomic_low_sim
vehicle,jelly bean,non_taxonomic_low_sim
vehicle,whipped cream,non_taxonomic_low_sim
vehicle,dustpan,non_taxonomic_high_sim
vehicle,puppy,non_taxonomic_low_sim
vehicle,punch,non_taxonomic_high_sim
vehicle,cornbread,non_taxonomic_low_sim
vehicle,cordon bleu,non_taxonomic_low_sim
vehicle,trunk,non_taxonomic_high_sim
vehicle,chili,non_taxonomic_low_sim
vehicle,bolt,non_taxonomic_high_sim
vehicle,rabbit,non_taxonomic_high_sim
vehicle,abacus,non_taxonomic_high_sim
vehicle,coil,non_taxonomic_high_sim
vehicle,bassoon,non_taxonomic_low_sim
vehicle,glass,non_taxonomic_low_sim
vehicle,guacamole,non_taxonomic_low_sim
vehicle,tumbleweed,non_taxonomic_low_sim
vehicle,swab,non_taxonomic_high_sim
vehicle,hearing aid,non_taxonomic_high_sim
vehicle,banana split,non_taxonomic_low_sim
vehicle,lemon,non_taxonomic_low_sim
vehicle,turkey,non_taxonomic_high_sim
vehicle,envelope,non_taxonomic_high_sim
vehicle,car door,non_taxonomic_high_sim
vehicle,maple syrup,non_taxonomic_low_sim
vehicle,dynamite,non_taxonomic_low_sim
vehicle,crow,non_taxonomic_low_sim
vehicle,latch,non_taxonomic_high_sim
vehicle,alligator,non_taxonomic_low_sim
vehicle,chain,non_taxonomic_high_sim
vehicle,lamb,non_taxonomic_low_sim
vehicle,zebra,non_taxonomic_low_sim
vehicle,slicer,non_taxonomic_high_sim
vehicle,chair,non_taxonomic_low_sim
vehicle,bumper,non_taxonomic_high_sim
vehicle,broom,non_taxonomic_high_sim
vehicle,tube top,non_taxonomic_high_sim
vehicle,spear,non_taxonomic_high_sim
vehicle,creme brulee,non_taxonomic_low_sim
vehicle,tongs,non_taxonomic_high_sim
vehicle,highlighter,non_taxonomic_high_sim
vehicle,banana,non_taxonomic_low_sim
vehicle,lighter,non_taxonomic_high_sim
vehicle,apple,non_taxonomic_low_sim
vehicle,clover,non_taxonomic_low_sim
vehicle,pea,non_taxonomic_high_sim
vehicle,hook,non_taxonomic_high_sim
vehicle,backscratcher,non_taxonomic_high_sim
vehicle,shortbread,non_taxonomic_low_sim
vehicle,razor blade,non_taxonomic_high_sim
vehicle,whisk,non_taxonomic_high_sim
vehicle,tea,non_taxonomic_low_sim
vehicle,weasel,non_taxonomic_high_sim
mammal,staple gun,non_taxonomic_low_sim
mammal,crayfish,non_taxonomic_high_sim
mammal,barnacle,non_taxonomic_high_sim
mammal,tea,non_taxonomic_low_sim
mammal,mirror,non_taxonomic_low_sim
mammal,scoop,non_taxonomic_low_sim
mammal,ant,non_taxonomic_high_sim
mammal,lobster,non_taxonomic_high_sim
mammal,taco,non_taxonomic_low_sim
mammal,celery,non_taxonomic_high_sim
mammal,lizard,non_taxonomic_high_sim
mammal,dustpan,non_taxonomic_high_sim
mammal,cantaloupe,non_taxonomic_high_sim
mammal,ballot box,non_taxonomic_low_sim
mammal,shrimp,non_taxonomic_high_sim
mammal,rope,non_taxonomic_low_sim
mammal,toast,non_taxonomic_low_sim
mammal,honey,non_taxonomic_low_sim
mammal,jacket,non_taxonomic_low_sim
mammal,bug,non_taxonomic_high_sim
mammal,bikini,non_taxonomic_low_sim
mammal,scallion,non_taxonomic_high_sim
mammal,eel,non_taxonomic_high_sim
mammal,rack,non_taxonomic_low_sim
mammal,fork,non_taxonomic_low_sim
mammal,slug,non_taxonomic_high_sim
mammal,pineapple,non_taxonomic_high_sim
mammal,mushroom,non_taxonomic_high_sim
mammal,fern,non_taxonomic_high_sim
mammal,rearview mirror,non_taxonomic_low_sim
mammal,knob,non_taxonomic_low_sim
mammal,butterfly,non_taxonomic_high_sim
mammal,glass,non_taxonomic_low_sim
mammal,balloon,non_taxonomic_low_sim
mammal,trident,non_taxonomic_low_sim
mammal,octopus,non_taxonomic_high_sim
mammal,hook,non_taxonomic_low_sim
mammal,goldfish,non_taxonomic_high_sim
mammal,ostrich,non_taxonomic_high_sim
mammal,tube top,non_taxonomic_high_sim
mammal,razor,non_taxonomic_low_sim
mammal,pickle,non_taxonomic_high_sim
mammal,zucchini,non_taxonomic_high_sim
mammal,bomb,non_taxonomic_low_sim
mammal,chair,non_taxonomic_low_sim
mammal,cockroach,non_taxonomic_high_sim
mammal,test tube,non_taxonomic_low_sim
mammal,coral,non_taxonomic_high_sim
mammal,birthday cake,non_taxonomic_low_sim
mammal,brace,non_taxonomic_low_sim
mammal,cocktail,non_taxonomic_low_sim
mammal,latch,non_taxonomic_high_sim
mammal,bunkbed,non_taxonomic_low_sim
mammal,blouse,non_taxonomic_low_sim
mammal,chickpea,non_taxonomic_high_sim
mammal,stretcher,non_taxonomic_high_sim
mammal,keg,non_taxonomic_low_sim
mammal,clam,non_taxonomic_high_sim
mammal,margarita,non_taxonomic_low_sim
mammal,iguana,non_taxonomic_high_sim
mammal,cane,non_taxonomic_low_sim
mammal,duckling,non_taxonomic_low_sim
mammal,whipped cream,non_taxonomic_low_sim
mammal,maple syrup,non_taxonomic_low_sim
mammal,rocket,non_taxonomic_low_sim
mammal,snake,non_taxonomic_high_sim
mammal,string cheese,non_taxonomic_low_sim
mammal,leech,non_taxonomic_high_sim
mammal,pumpkin,non_taxonomic_high_sim
mammal,grasshopper,non_taxonomic_high_sim
mammal,catfish,non_taxonomic_high_sim
mammal,turkey,non_taxonomic_high_sim
mammal,belt buckle,non_taxonomic_low_sim
mammal,stiletto,non_taxonomic_low_sim
mammal,jelly bean,non_taxonomic_low_sim
mammal,pocket watch,non_taxonomic_low_sim
mammal,earwig,non_taxonomic_high_sim
mammal,jellyfish,non_taxonomic_high_sim
mammal,alligator,non_taxonomic_low_sim
mammal,mandolin,non_taxonomic_low_sim
mammal,goose,non_taxonomic_high_sim
mammal,jam,non_taxonomic_low_sim
mammal,scallop,non_taxonomic_high_sim
mammal,jersey,non_taxonomic_low_sim
mammal,toad,non_taxonomic_high_sim
mammal,pea,non_taxonomic_high_sim
mammal,squid,non_taxonomic_high_sim
mammal,mussel,non_taxonomic_high_sim
outerwear,loincloth,non_taxonomic_high_sim
outerwear,envelope,non_taxonomic_high_sim
outerwear,lemon,non_taxonomic_low_sim
outerwear,muff,non_taxonomic_high_sim
outerwear,tube top,non_taxonomic_high_sim
outerwear,elephant,non_taxonomic_low_sim
outerwear,zebra,non_taxonomic_low_sim
outerwear,costume,non_taxonomic_high_sim
outerwear,margarita,non_taxonomic_low_sim
outerwear,bull,non_taxonomic_low_sim
outerwear,bassoon,non_taxonomic_low_sim
outerwear,dress,non_taxonomic_high_sim
outerwear,mirror,non_taxonomic_low_sim
outerwear,honey,non_taxonomic_low_sim
outerwear,vest,non_taxonomic_high_sim
outerwear,underwear,non_taxonomic_high_sim
tool,goose,non_taxonomic_high_sim
tool,lab coat,non_taxonomic_high_sim
tool,lamb,non_taxonomic_low_sim
tool,macaroni,non_taxonomic_high_sim
tool,squirrel,non_taxonomic_high_sim
tool,kaleidoscope,non_taxonomic_high_sim
tool,clam,non_taxonomic_high_sim
tool,lemon,non_taxonomic_low_sim
tool,peanut butter,non_taxonomic_low_sim
tool,lectern,non_taxonomic_high_sim
