hyponym,hypernym,prefix,stimulus,hypernymy
water bottle,garden tool,water bottles are a type of,garden tool,False
horse,garden tool,horses are a type of,garden tool,False
peanut butter,garden tool,peanut butter is a type of,garden tool,False
cup,garden tool,cups are a type of,garden tool,False
sprouts,garden tool,sprouts are a type of,garden tool,False
hairbrush,garden tool,a hairbrush is a type of,garden tool,False
wasp,garden tool,wasps are a type of,garden tool,False
barrel,garden tool,barrels are a type of,garden tool,False
sandal,garden tool,sandals are a type of,garden tool,False
polisher,garden tool,polishers are a type of,garden tool,False
binder,garden tool,binders are a type of,garden tool,False
slipper,garden tool,slippers are a type of,garden tool,False
eggbeater,garden tool,eggbeaters are a type of,garden tool,False
crowbar,garden tool,crowbars are a type of,garden tool,False
grapefruit,garden tool,grapefruits are a type of,garden tool,False
barnacle,garden tool,barnacles are a type of,garden tool,False
icepick,garden tool,icepicks are a type of,garden tool,False
helmet,garden tool,helmets are a type of,garden tool,False
torpedo,garden tool,torpedoes are a type of,garden tool,False
microphone,garden tool,microphones are a type of,garden tool,False
glue,garden tool,glue is a type of,garden tool,False
dryer,garden tool,dryers are a type of,garden tool,False
mashed potato,garden tool,mashed potatoes are a type of,garden tool,False
lunchbox,garden tool,lunchboxes are a type of,garden tool,False
chisel,garden tool,chisels are a type of,garden tool,False
lasagna,garden tool,lasagna is a type of,garden tool,False
rose,garden tool,roses are a type of,garden tool,False
fruit,garden tool,fruits are a type of,garden tool,False
clipper,garden tool,clippers are a type of,garden tool,True
squid,garden tool,squids are a type of,garden tool,False
cooker,garden tool,cookers are a type of,garden tool,False
potato,garden tool,potatoes are a type of,garden tool,False
scone,garden tool,scones are a type of,garden tool,False
bracelet,garden tool,bracelets are a type of,garden tool,False
balloon,garden tool,balloons are a type of,garden tool,False
baklava,garden tool,baklavas are a type of,garden tool,False
hearse,garden tool,hearses are a type of,garden tool,False
jar,garden tool,jars are a type of,garden tool,False
hinge,garden tool,hinges are a type of,garden tool,False
pineapple,garden tool,pineapples are a type of,garden tool,False
yo-yo,garden tool,yo-yos are a type of,garden tool,False
cardinal,garden tool,cardinals are a type of,garden tool,False
soldering iron,garden tool,soldering irons are a type of,garden tool,False
eclair,garden tool,eclairs are a type of,garden tool,False
jukebox,garden tool,jukeboxes are a type of,garden tool,False
kettle,garden tool,kettles are a type of,garden tool,False
chipmunk,garden tool,chipmunks are a type of,garden tool,False
muffin,garden tool,muffins are a type of,garden tool,False
gorilla,garden tool,gorillas are a type of,garden tool,False
valve,garden tool,valves are a type of,garden tool,False
jam,garden tool,jams are a type of,garden tool,False
breadstick,garden tool,breadsticks are a type of,garden tool,False
fishbowl,garden tool,fishbowls are a type of,garden tool,False
biscuit,garden tool,biscuits are a type of,garden tool,False
button,garden tool,buttons are a type of,garden tool,False
chariot,garden tool,chariots are a type of,garden tool,False
spring roll,garden tool,spring rolls are a type of,garden tool,False
hedge,garden tool,hedges are a type of,garden tool,False
lion,garden tool,lions are a type of,garden tool,False
puffin,garden tool,puffins are a type of,garden tool,False
pencil,garden tool,pencils are a type of,garden tool,False
worm,garden tool,worms are a type of,garden tool,False
envelope,garden tool,envelopes are a type of,garden tool,False
bush,garden tool,bushes are a type of,garden tool,False
chest,garden tool,chests are a type of,garden tool,False
ivy,garden tool,ivy is a type of,garden tool,False
kangaroo,garden tool,kangaroos are a type of,garden tool,False
coat rack,garden tool,coat racks are a type of,garden tool,False
robot,garden tool,robots are a type of,garden tool,False
printer,garden tool,printers are a type of,garden tool,False
guinea pig,garden tool,guinea pigs are a type of,garden tool,False
oyster,garden tool,oysters are a type of,garden tool,False
brooch,garden tool,brooches are a type of,garden tool,False
coverall,garden tool,coveralls are a type of,garden tool,False
raspberry,garden tool,raspberries are a type of,garden tool,False
airplane,garden tool,airplanes are a type of,garden tool,False
lightbulb,garden tool,lightbulbs are a type of,garden tool,False
corkscrew,garden tool,corkscrews are a type of,garden tool,False
blender,garden tool,blenders are a type of,garden tool,False
polar bear,garden tool,polar bears are a type of,garden tool,False
drum,garden tool,drums are a type of,garden tool,False
bull,garden tool,bulls are a type of,garden tool,False
crate,garden tool,crates are a type of,garden tool,False
casserole,garden tool,casseroles are a type of,garden tool,False
hoe,garden tool,hoes are a type of,garden tool,True
speedboat,garden tool,speedboats are a type of,garden tool,False
ready meal,garden tool,ready meals are a type of,garden tool,False
piano,garden tool,pianos are a type of,garden tool,False
refrigerator,garden tool,refrigerators are a type of,garden tool,False
hummingbird,garden tool,hummingbirds are a type of,garden tool,False
electric chair,garden tool,electric chairs are a type of,garden tool,False
clothes,garden tool,clothes are a type of,garden tool,False
pocketknife,garden tool,pocketknives are a type of,garden tool,False
jacket,garden tool,jackets are a type of,garden tool,False
lobster,garden tool,lobsters are a type of,garden tool,False
lettuce,garden tool,a lettuce is a type of,garden tool,False
cobra,garden tool,cobras are a type of,garden tool,False
mailbox,garden tool,mailboxes are a type of,garden tool,False
cauliflower,garden tool,cauliflowers are a type of,garden tool,False
shredder,garden tool,shredders are a type of,garden tool,False
scallop,garden tool,scallops are a type of,garden tool,False
train,garden tool,trains are a type of,garden tool,False
eye patch,garden tool,eye patches are a type of,garden tool,False
pigeon,garden tool,pigeons are a type of,garden tool,False
pelican,garden tool,pelicans are a type of,garden tool,False
monkey,garden tool,monkeys are a type of,garden tool,False
pitchfork,garden tool,pitchforks are a type of,garden tool,True
pig,garden tool,pigs are a type of,garden tool,False
table,garden tool,tables are a type of,garden tool,False
gondola,garden tool,gondolas are a type of,garden tool,False
crepe,garden tool,crepes are a type of,garden tool,False
flower,garden tool,flowers are a type of,garden tool,False
chair,garden tool,chairs are a type of,garden tool,False
spatula,garden tool,spatulas are a type of,garden tool,False
brussels sprouts,garden tool,brussels sprouts are a type of,garden tool,False
spinach,garden tool,spinach is a type of,garden tool,False
subway,garden tool,subways are a type of,garden tool,False
paper bag,garden tool,paper bags are a type of,garden tool,False
toothbrush,garden tool,toothbrushes are a type of,garden tool,False
hummus,garden tool,hummus is a type of,garden tool,False
figurine,garden tool,figurines are a type of,garden tool,False
weed,garden tool,weeds are a type of,garden tool,False
paper,garden tool,paper is a type of,garden tool,False
snack,garden tool,snacks are a type of,garden tool,False
baseball bat,garden tool,baseball bats are a type of,garden tool,False
calzone,garden tool,calzones are a type of,garden tool,False
ferret,garden tool,ferrets are a type of,garden tool,False
nightstand,garden tool,nightstands are a type of,garden tool,False
wheelchair,garden tool,wheelchairs are a type of,garden tool,False
margarita,garden tool,margaritas are a type of,garden tool,False
patty,garden tool,patties are a type of,garden tool,False
okra,garden tool,okra is a type of,garden tool,False
paintbrush,garden tool,paintbrushes are a type of,garden tool,False
plunger,garden tool,plungers are a type of,garden tool,False
rearview mirror,garden tool,rearview mirrors are a type of,garden tool,False
corn,garden tool,corn is a type of,garden tool,False
hyena,garden tool,hyenas are a type of,garden tool,False
seal,garden tool,seals are a type of,garden tool,False
sewing machine,garden tool,sewing machines are a type of,garden tool,False
fig,garden tool,figs are a type of,garden tool,False
cookie,garden tool,cookies are a type of,garden tool,False
dessert,garden tool,desserts are a type of,garden tool,False
ketchup,garden tool,ketchup is a type of,garden tool,False
meat,garden tool,meat is a type of,garden tool,False
cockatoo,garden tool,cockatoos are a type of,garden tool,False
top hat,garden tool,top hats are a type of,garden tool,False
gopher,garden tool,gophers are a type of,garden tool,False
dog,garden tool,dogs are a type of,garden tool,False
cape,garden tool,capes are a type of,garden tool,False
belt,garden tool,belts are a type of,garden tool,False
taillight,garden tool,taillights are a type of,garden tool,False
orange,garden tool,oranges are a type of,garden tool,False
blowgun,garden tool,blowguns are a type of,garden tool,False
remote control,garden tool,remote controls are a type of,garden tool,False
pencil sharpener,garden tool,pencil sharpeners are a type of,garden tool,False
possum,garden tool,possums are a type of,garden tool,False
accordion,garden tool,accordions are a type of,garden tool,False
beachball,garden tool,beachballs are a type of,garden tool,False
rooster,garden tool,roosters are a type of,garden tool,False
goat,garden tool,goats are a type of,garden tool,False
skirt,garden tool,skirts are a type of,garden tool,False
gumball,garden tool,gumballs are a type of,garden tool,False
thumbtack,garden tool,thumbtacks are a type of,garden tool,False
avocado,garden tool,avocados are a type of,garden tool,False
clove,garden tool,cloves are a type of,garden tool,False
seaweed,garden tool,seaweeds are a type of,garden tool,False
taffy,garden tool,taffy is a type of,garden tool,False
turkey,garden tool,turkeys are a type of,garden tool,False
stew,garden tool,stew is a type of,garden tool,False
frog,garden tool,frogs are a type of,garden tool,False
raft,garden tool,rafts are a type of,garden tool,False
filing cabinet,garden tool,filing cabinets are a type of,garden tool,False
stroller,garden tool,strollers are a type of,garden tool,False
palm tree,garden tool,palm trees are a type of,garden tool,False
apple,garden tool,apples are a type of,garden tool,False
pepper mill,garden tool,pepper mills are a type of,garden tool,False
ladybug,garden tool,ladybugs are a type of,garden tool,False
kayak,garden tool,kayaks are a type of,garden tool,False
fur coat,garden tool,fur coats are a type of,garden tool,False
kebab,garden tool,kebabs are a type of,garden tool,False
honeypot,garden tool,honeypots are a type of,garden tool,False
tamale,garden tool,tamales are a type of,garden tool,False
rollerskate,garden tool,rollerskates are a type of,garden tool,False
sauerkraut,garden tool,sauerkraut is a type of,garden tool,False
sheep,garden tool,sheeps are a type of,garden tool,False
beetle,garden tool,beetles are a type of,garden tool,False
goldfish,garden tool,goldfish are a type of,garden tool,False
seagull,garden tool,seagulls are a type of,garden tool,False
coil,garden tool,coils are a type of,garden tool,False
sundae,garden tool,sundaes are a type of,garden tool,False
enchilada,garden tool,enchiladas are a type of,garden tool,False
checkers,garden tool,checkers are a type of,garden tool,False
cannon,garden tool,cannons are a type of,garden tool,False
quill,garden tool,quills are a type of,garden tool,False
giraffe,garden tool,giraffes are a type of,garden tool,False
sock,garden tool,socks are a type of,garden tool,False
microwave,garden tool,microwaves are a type of,garden tool,False
pedal,garden tool,pedals are a type of,garden tool,False
llama,garden tool,llamas are a type of,garden tool,False
mold,garden tool,molds are a type of,garden tool,False
polygraph,garden tool,polygraphs are a type of,garden tool,False
beet,garden tool,beets are a type of,garden tool,False
raisin,garden tool,raisins are a type of,garden tool,False
string cheese,garden tool,string cheese is a type of,garden tool,False
submarine,garden tool,submarines are a type of,garden tool,False
ball,garden tool,balls are a type of,garden tool,False
stockings,garden tool,stockings are a type of,garden tool,False
timer,garden tool,timers are a type of,garden tool,False
flamethrower,garden tool,flamethrowers are a type of,garden tool,False
air mattress,garden tool,air mattresses are a type of,garden tool,False
kiwi,garden tool,kiwis are a type of,garden tool,False
jackhammer,garden tool,jackhammers are a type of,garden tool,False
cannonball,garden tool,cannonballs are a type of,garden tool,False
ambulance,garden tool,ambulances are a type of,garden tool,False
trumpet,garden tool,trumpets are a type of,garden tool,False
breakfast,garden tool,breakfasts are a type of,garden tool,False
batter,garden tool,batters are a type of,garden tool,False
penlight,garden tool,penlights are a type of,garden tool,False
raincoat,garden tool,raincoats are a type of,garden tool,False
pudding,garden tool,pudding is a type of,garden tool,False
sandbag,garden tool,sandbags are a type of,garden tool,False
scarecrow,garden tool,scarecrows are a type of,garden tool,False
nutcracker,garden tool,nutcrackers are a type of,garden tool,False
rabbit,garden tool,rabbits are a type of,garden tool,False
hairpin,garden tool,hairpins are a type of,garden tool,False
sickle,garden tool,sickles are a type of,garden tool,True
modem,garden tool,modems are a type of,garden tool,False
curry,garden tool,curry is a type of,garden tool,False
grain,garden tool,grains are a type of,garden tool,False
pistachio,garden tool,pistachios are a type of,garden tool,False
pliers,garden tool,pliers are a type of,garden tool,False
donut,garden tool,donuts are a type of,garden tool,False
poppy,garden tool,poppies are a type of,garden tool,False
insole,garden tool,insoles are a type of,garden tool,False
sardine,garden tool,sardines are a type of,garden tool,False
cheetah,garden tool,cheetahs are a type of,garden tool,False
bedpan,garden tool,bedpans are a type of,garden tool,False
pug,garden tool,pugs are a type of,garden tool,False
costume,garden tool,costumes are a type of,garden tool,False
gear,garden tool,gears are a type of,garden tool,False
engine,garden tool,engines are a type of,garden tool,False
coyote,garden tool,coyotes are a type of,garden tool,False
book,garden tool,books are a type of,garden tool,False
toy,garden tool,toys are a type of,garden tool,False
toad,garden tool,toads are a type of,garden tool,False
ink,garden tool,ink is a type of,garden tool,False
caterpillar,garden tool,caterpillars are a type of,garden tool,False
gravy,garden tool,gravy is a type of,garden tool,False
coral,garden tool,corals are a type of,garden tool,False
quiche,garden tool,quiches are a type of,garden tool,False
axe,garden tool,axes are a type of,garden tool,True
grits,garden tool,grits are a type of,garden tool,False
cocktail,garden tool,cocktails are a type of,garden tool,False
pogo stick,garden tool,pogo sticks are a type of,garden tool,False
shortbread,garden tool,shortbread is a type of,garden tool,False
brass knuckles,garden tool,brass knuckles are a type of,garden tool,False
screw,garden tool,screws are a type of,garden tool,False
pizza,garden tool,pizzas are a type of,garden tool,False
cougar,garden tool,cougars are a type of,garden tool,False
rubber band,garden tool,rubber bands are a type of,garden tool,False
sled,garden tool,sleds are a type of,garden tool,False
bracket,garden tool,brackets are a type of,garden tool,False
jumpsuit,garden tool,jumpsuits are a type of,garden tool,False
rolling pin,garden tool,rolling pins are a type of,garden tool,False
banana split,garden tool,banana splits are a type of,garden tool,False
peacock,garden tool,peacocks are a type of,garden tool,False
flan,garden tool,a flan is a type of,garden tool,False
perfume,garden tool,perfumes are a type of,garden tool,False
speedometer,garden tool,speedometers are a type of,garden tool,False
key,garden tool,keys are a type of,garden tool,False
boar,garden tool,boars are a type of,garden tool,False
breadbox,garden tool,breadboxes are a type of,garden tool,False
cruise ship,garden tool,cruise ships are a type of,garden tool,False
ballot box,garden tool,ballot boxes are a type of,garden tool,False
watermelon,garden tool,watermelons are a type of,garden tool,False
cranberry,garden tool,cranberries are a type of,garden tool,False
kazoo,garden tool,kazoos are a type of,garden tool,False
pillbox,garden tool,pillboxes are a type of,garden tool,False
box,garden tool,boxes are a type of,garden tool,False
chaps,garden tool,chapsticks are a type of,garden tool,False
yacht,garden tool,yachts are a type of,garden tool,False
wetsuit,garden tool,wetsuits are a type of,garden tool,False
safety pin,garden tool,safety pins are a type of,garden tool,False
lab coat,garden tool,lab coats are a type of,garden tool,False
dirt bike,garden tool,dirt bikes are a type of,garden tool,False
drill,garden tool,drills are a type of,garden tool,False
hot tub,garden tool,hot tubs are a type of,garden tool,False
windshield,garden tool,windshields are a type of,garden tool,False
artichoke,garden tool,artichokes are a type of,garden tool,False
duster,garden tool,dusters are a type of,garden tool,False
headdress,garden tool,headdresses are a type of,garden tool,False
computer,garden tool,computers are a type of,garden tool,False
petri dish,garden tool,petri dishes are a type of,garden tool,False
can opener,garden tool,can openers are a type of,garden tool,False
brake,garden tool,brakes are a type of,garden tool,False
chicken,garden tool,a chicken is a type of,garden tool,False
joystick,garden tool,joysticks are a type of,garden tool,False
projector,garden tool,projectors are a type of,garden tool,False
ruler,garden tool,rulers are a type of,garden tool,False
camel,garden tool,camels are a type of,garden tool,False
radish,garden tool,radishes are a type of,garden tool,False
pecan,garden tool,pecans are a type of,garden tool,False
granola,garden tool,granola is a type of,garden tool,False
cilantro,garden tool,cilantro is a type of,garden tool,False
grape,garden tool,grapes are a type of,garden tool,False
rhubarb,garden tool,rhubarbs are a type of,garden tool,False
moose,garden tool,moose are a type of,garden tool,False
tiramisu,garden tool,tiramisu is a type of,garden tool,False
hatchet,garden tool,hatchets are a type of,garden tool,True
coat,garden tool,coats are a type of,garden tool,False
cactus,garden tool,a cactus is a type of,garden tool,False
coleslaw,garden tool,coleslaws are a type of,garden tool,False
walnut,garden tool,walnuts are a type of,garden tool,False
blueberry,garden tool,blueberries are a type of,garden tool,False
seafood,garden tool,seafood is a type of,garden tool,False
bassinet,garden tool,bassinets are a type of,garden tool,False
tadpole,garden tool,tadpoles are a type of,garden tool,False
sweatsuit,garden tool,sweatsuits are a type of,garden tool,False
ski boots,garden tool,ski boots are a type of,garden tool,False
panther,garden tool,panthers are a type of,garden tool,False
arrow,garden tool,arrows are a type of,garden tool,False
crossbow,garden tool,crossbows are a type of,garden tool,False
strawberry,garden tool,strawberries are a type of,garden tool,False
dishwasher,garden tool,dishwashers are a type of,garden tool,False
motorcycle,garden tool,motorcycles are a type of,garden tool,False
jelly bean,garden tool,jelly beans are a type of,garden tool,False
pan,garden tool,pans are a type of,garden tool,False
rifle,garden tool,rifles are a type of,garden tool,False
veil,garden tool,veils are a type of,garden tool,False
lavender,garden tool,lavenders are a type of,garden tool,False
golf cart,garden tool,golf carts are a type of,garden tool,False
puppet,garden tool,puppets are a type of,garden tool,False
vegetable,garden tool,vegetables are a type of,garden tool,False
rope,garden tool,ropes are a type of,garden tool,False
quad,garden tool,quads are a type of,garden tool,False
pie,garden tool,pies are a type of,garden tool,False
hatbox,garden tool,hatboxes are a type of,garden tool,False
armor,garden tool,armor is a type of,garden tool,False
nut,garden tool,nuts are a type of,garden tool,False
peach,garden tool,peaches are a type of,garden tool,False
football helmet,garden tool,football helmets are a type of,garden tool,False
floss,garden tool,flosses are a type of,garden tool,False
sweater,garden tool,sweaters are a type of,garden tool,False
shears,garden tool,shears are a type of,garden tool,True
bok choy,garden tool,bok choys are a type of,garden tool,False
matchbox,garden tool,matchboxes are a type of,garden tool,False
rattle,garden tool,rattles are a type of,garden tool,False
station wagon,garden tool,station wagons are a type of,garden tool,False
ham,garden tool,hams are a type of,garden tool,False
snowsuit,garden tool,snowsuits are a type of,garden tool,False
pea,garden tool,peas are a type of,garden tool,False
staple,garden tool,staples are a type of,garden tool,False
mussel,garden tool,mussels are a type of,garden tool,False
cherry,garden tool,cherries are a type of,garden tool,False
green beans,garden tool,green beans are a type of,garden tool,False
bomb,garden tool,bombs are a type of,garden tool,False
wheat,garden tool,wheat is a type of,garden tool,False
tomato,garden tool,tomatoes are a type of,garden tool,False
salami,garden tool,salami is a type of,garden tool,False
inkwell,garden tool,inkwells are a type of,garden tool,False
earring,garden tool,earrings are a type of,garden tool,False
marble,garden tool,marbles are a type of,garden tool,False
berry,garden tool,berries are a type of,garden tool,False
hash,garden tool,hash browns are a type of,garden tool,False
wedge,garden tool,wedges are a type of,garden tool,False
whiteboard,garden tool,whiteboards are a type of,garden tool,False
kitten,garden tool,kittens are a type of,garden tool,False
eyeliner,garden tool,eyeliners are a type of,garden tool,False
stiletto,garden tool,stilettoes are a type of,garden tool,False
container,garden tool,containers are a type of,garden tool,False
spoon,garden tool,spoons are a type of,garden tool,False
stretcher,garden tool,stretchers are a type of,garden tool,False
mouse,garden tool,mice are a type of,garden tool,False
outfit,garden tool,outfits are a type of,garden tool,False
jug,garden tool,jugs are a type of,garden tool,False
gearshift,garden tool,gearshifts are a type of,garden tool,False
router,garden tool,routers are a type of,garden tool,False
lip gloss,garden tool,lip glosses are a type of,garden tool,False
zucchini,garden tool,zucchini is a type of,garden tool,False
gyro,garden tool,gyros are a type of,garden tool,False
pine tree,garden tool,pine trees are a type of,garden tool,False
tick,garden tool,ticks are a type of,garden tool,False
dustpan,garden tool,dustpans are a type of,garden tool,False
rim,garden tool,rims are a type of,garden tool,False
jet,garden tool,jets are a type of,garden tool,False
whoopee cushion,garden tool,whoopee cushions are a type of,garden tool,False
catapult,garden tool,catapults are a type of,garden tool,False
toga,garden tool,togas are a type of,garden tool,False
doghouse,garden tool,doghouses are a type of,garden tool,False
chime,garden tool,chimes are a type of,garden tool,False
stapler,garden tool,staplers are a type of,garden tool,False
jeans,garden tool,jeans are a type of,garden tool,False
centerpiece,garden tool,centerpieces are a type of,garden tool,False
corsage,garden tool,corsages are a type of,garden tool,False
bookshelf,garden tool,bookshelves are a type of,garden tool,False
aircraft carrier,garden tool,aircraft carriers are a type of,garden tool,False
saw,garden tool,saws are a type of,garden tool,True
magnifier,garden tool,magnifiers are a type of,garden tool,False
prune,garden tool,prunes are a type of,garden tool,False
penguin,garden tool,penguins are a type of,garden tool,False
tuxedo,garden tool,tuxedoes are a type of,garden tool,False
caviar,garden tool,caviar is a type of,garden tool,False
luggage,garden tool,luggage is a type of,garden tool,False
starfish,garden tool,starfish are a type of,garden tool,False
moth,garden tool,moths are a type of,garden tool,False
sombrero,garden tool,sombreros are a type of,garden tool,False
snowshoe,garden tool,snowshoes are a type of,garden tool,False
smoothie,garden tool,smoothies are a type of,garden tool,False
meatball,garden tool,meatballs are a type of,garden tool,False
wineglass,garden tool,wineglasses are a type of,garden tool,False
dandelion,garden tool,dandelions are a type of,garden tool,False
crutch,garden tool,crutches are a type of,garden tool,False
blouse,garden tool,blouses are a type of,garden tool,False
turntable,garden tool,turntables are a type of,garden tool,False
carrot,garden tool,carrots are a type of,garden tool,False
lip balm,garden tool,lip balms are a type of,garden tool,False
cucumber,garden tool,cucumbers are a type of,garden tool,False
visor,garden tool,visors are a type of,garden tool,False
papaya,garden tool,papayas are a type of,garden tool,False
crow,garden tool,crows are a type of,garden tool,False
pantyhose,garden tool,pantyhoses are a type of,garden tool,False
ashtray,garden tool,ashtrays are a type of,garden tool,False
yak,garden tool,yaks are a type of,garden tool,False
boa,garden tool,boas are a type of,garden tool,False
bagel,garden tool,bagels are a type of,garden tool,False
chocolate,garden tool,chocolates are a type of,garden tool,False
bug,garden tool,bugs are a type of,garden tool,False
teapot,garden tool,teapots are a type of,garden tool,False
backpack,garden tool,backpacks are a type of,garden tool,False
lightning bug,garden tool,lightning bugs are a type of,garden tool,False
chinchilla,garden tool,chinchillas are a type of,garden tool,False
harmonica,garden tool,harmonicas are a type of,garden tool,False
milk,garden tool,milk is a type of,garden tool,False
waffle iron,garden tool,waffle irons are a type of,garden tool,False
wig,garden tool,wigs are a type of,garden tool,False
air conditioner,garden tool,air conditioners are a type of,garden tool,False
cheesecake,garden tool,cheesecake is a type of,garden tool,False
beanbag,garden tool,beanbags are a type of,garden tool,False
toilet paper,garden tool,toilet paper is a type of,garden tool,False
cornmeal,garden tool,cornmeal is a type of,garden tool,False
xylophone,garden tool,xylophones are a type of,garden tool,False
bean,garden tool,beans are a type of,garden tool,False
cake,garden tool,cakes are a type of,garden tool,False
loveseat,garden tool,loveseats are a type of,garden tool,False
scoop,garden tool,scoops are a type of,garden tool,False
champagne,garden tool,champagne is a type of,garden tool,False
tractor,garden tool,tractors are a type of,garden tool,False
bikini,garden tool,bikinis are a type of,garden tool,False
limousine,garden tool,limousines are a type of,garden tool,False
pumpkin,garden tool,pumpkins are a type of,garden tool,False
panda,garden tool,pandas are a type of,garden tool,False
gumdrop,garden tool,gumdrops are a type of,garden tool,False
saltshaker,garden tool,saltshakers are a type of,garden tool,False
walrus,garden tool,walruses are a type of,garden tool,False
owl,garden tool,owls are a type of,garden tool,False
toothpick,garden tool,toothpicks are a type of,garden tool,False
forklift,garden tool,forklifts are a type of,garden tool,False
syrup,garden tool,syrups are a type of,garden tool,False
iron,garden tool,irons are a type of,garden tool,False
copier,garden tool,copiers are a type of,garden tool,False
bullet,garden tool,bullets are a type of,garden tool,False
pickax,garden tool,pickaxes are a type of,garden tool,True
turtleneck,garden tool,turtlenecks are a type of,garden tool,False
sweet potato,garden tool,sweet potatoes are a type of,garden tool,False
arugula,garden tool,arugula is a type of,garden tool,False
mirror,garden tool,mirrors are a type of,garden tool,False
car,garden tool,cars are a type of,garden tool,False
sushi,garden tool,sushi is a type of,garden tool,False
tiger,garden tool,tigers are a type of,garden tool,False
applesauce,garden tool,applesauce is a type of,garden tool,False
lamp,garden tool,lamps are a type of,garden tool,False
wrap,garden tool,a wrap is a type of,garden tool,False
letter opener,garden tool,letter openers are a type of,garden tool,False
kale,garden tool,kale is a type of,garden tool,False
chick,garden tool,chicks are a type of,garden tool,False
leopard,garden tool,leopards are a type of,garden tool,False
creme brulee,garden tool,creme brulee is a type of,garden tool,False
pepper,garden tool,peppers are a type of,garden tool,False
bathrobe,garden tool,bathrobes are a type of,garden tool,False
doorknob,garden tool,doorknobs are a type of,garden tool,False
cinnamon,garden tool,cinnamon is a type of,garden tool,False
sofa bed,garden tool,sofa beds are a type of,garden tool,False
lemon,garden tool,lemons are a type of,garden tool,False
minivan,garden tool,minivans are a type of,garden tool,False
bird,garden tool,birds are a type of,garden tool,False
stuffing,garden tool,stuffing is a type of,garden tool,False
pancake,garden tool,pancakes are a type of,garden tool,False
cd player,garden tool,cd players are a type of,garden tool,False
blazer,garden tool,blazers are a type of,garden tool,False
suit,garden tool,suits are a type of,garden tool,False
straightjacket,garden tool,straightjackets are a type of,garden tool,False
cash machine,garden tool,cash machines are a type of,garden tool,False
buckle,garden tool,buckles are a type of,garden tool,False
canoe,garden tool,canoes are a type of,garden tool,False
butterfly,garden tool,butterflies are a type of,garden tool,False
pajamas,garden tool,pajamas are a type of,garden tool,False
sea urchin,garden tool,sea urchins are a type of,garden tool,False
dragonfly,garden tool,dragonflies are a type of,garden tool,False
orangutan,garden tool,orangutans are a type of,garden tool,False
bell,garden tool,bells are a type of,garden tool,False
stir fry,garden tool,a stir fry is a type of,garden tool,False
tomato sauce,garden tool,tomato sauce is a type of,garden tool,False
antelope,garden tool,antelopes are a type of,garden tool,False
chandelier,garden tool,chandeliers are a type of,garden tool,False
rug,garden tool,rugs are a type of,garden tool,False
combination lock,garden tool,combination locks are a type of,garden tool,False
taco,garden tool,tacos are a type of,garden tool,False
pickle,garden tool,pickles are a type of,garden tool,False
praying mantis,garden tool,praying mantises are a type of,garden tool,False
playing card,garden tool,playing cards are a type of,garden tool,False
hamster,garden tool,hamsters are a type of,garden tool,False
eagle,garden tool,eagles are a type of,garden tool,False
pesto,garden tool,pesto is a type of,garden tool,False
meatloaf,garden tool,a meatloaf is a type of,garden tool,False
hairnet,garden tool,hairnets are a type of,garden tool,False
appetizer,garden tool,appetizers are a type of,garden tool,False
bongo,garden tool,bongos are a type of,garden tool,False
syringe,garden tool,syringes are a type of,garden tool,False
closet,garden tool,closets are a type of,garden tool,False
bra,garden tool,bras are a type of,garden tool,False
cheese,garden tool,cheeses are a type of,garden tool,False
candlestick,garden tool,candlesticks are a type of,garden tool,False
helicopter,garden tool,helicopters are a type of,garden tool,False
scalpel,garden tool,scalpels are a type of,garden tool,False
alpaca,garden tool,alpacas are a type of,garden tool,False
toucan,garden tool,toucans are a type of,garden tool,False
meerkat,garden tool,meerkats are a type of,garden tool,False
fork,garden tool,forks are a type of,garden tool,False
odometer,garden tool,odometers are a type of,garden tool,False
swan,garden tool,swans are a type of,garden tool,False
sugar cube,garden tool,sugar cubes are a type of,garden tool,False
wolf,garden tool,wolves are a type of,garden tool,False
backgammon,garden tool,backgammon is a type of,garden tool,False
birthday cake,garden tool,birthday cakes are a type of,garden tool,False
car seat,garden tool,car seats are a type of,garden tool,False
tricycle,garden tool,tricycles are a type of,garden tool,False
ostrich,garden tool,ostriches are a type of,garden tool,False
overalls,garden tool,overalls are a type of,garden tool,False
tapestry,garden tool,tapestries are a type of,garden tool,False
doll,garden tool,dolls are a type of,garden tool,False
hook,garden tool,hooks are a type of,garden tool,False
tostada,garden tool,tostadas are a type of,garden tool,False
espresso,garden tool,an espresso is a type of,garden tool,False
fruitcake,garden tool,fruitcakes are a type of,garden tool,False
eggnog,garden tool,eggnog is a type of,garden tool,False
go-kart,garden tool,go-karts are a type of,garden tool,False
rattlesnake,garden tool,rattlesnakes are a type of,garden tool,False
vending machine,garden tool,vending machines are a type of,garden tool,False
shaving cream,garden tool,shaving cream is a type of,garden tool,False
mousse,garden tool,mousse is a type of,garden tool,False
drink,garden tool,drinks are a type of,garden tool,False
snail,garden tool,snails are a type of,garden tool,False
unicycle,garden tool,unicycles are a type of,garden tool,False
pinecone,garden tool,pinecones are a type of,garden tool,False
sling,garden tool,slings are a type of,garden tool,False
lectern,garden tool,lecterns are a type of,garden tool,False
vacuum,garden tool,vacuum cleaners are a type of,garden tool,False
oven,garden tool,ovens are a type of,garden tool,False
dalmatian,garden tool,dalmatians are a type of,garden tool,False
shark,garden tool,sharks are a type of,garden tool,False
