conclusion_,premise_,conclusion,premise,is_hyper,sim,prompt,label,position,score
teacup,home decor,teacups,home decor,no,high,"Answer the question. Given that home decor is daxable, is it true that teacups are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.5530152916908264
bookshelf,animal,bookshelves,animals,no,low,"Answer the question. Given that animals are daxable, is it true that bookshelves are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.12600280344486237
torpedo,vehicle,torpedoes,vehicles,no,high,"Answer the question. Given that vehicles are daxable, is it true that torpedoes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.67995685338974
llama,mammal,llamas,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that llamas are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.91749107837677
golf cart,vehicle,golf carts,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that golf carts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8892087936401367
lab coat,protective clothing,lab coats,protective clothing,yes,high,"Answer the question. Given that protective clothing is daxable, is it true that lab coats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.7129411101341248
guacamole,food,guacamole,food,yes,high,"Answer the question. Given that food is daxable, is it true that guacamole is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.7964141368865967
sandwich,medical equipment,sandwiches,medical equipment,no,low,"Answer the question. Given that medical equipment is daxable, is it true that sandwiches are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.1189717948436737
coaster,home decor,coasters,home decor,yes,low,"Answer the question. Given that home decor is daxable, is it true that coasters are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.4815753400325775
organ,animal,organs,animals,no,low,"Answer the question. Given that animals are daxable, is it true that organs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.12247701734304428
hyena,animal,hyenas,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that hyenas are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.87397700548172
rifle,weapon,rifles,weapons,yes,high,"Answer the question. Given that weapons are daxable, is it true that rifles are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8455970287322998
wagon,container,wagons,containers,no,high,"Answer the question. Given that containers are daxable, is it true that wagons are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.7282963991165161
butter,condiment,butter,condiments,yes,low,"Answer the question. Given that condiments are daxable, is it true that butter is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.7968185544013977
wheelchair,condiment,wheelchairs,condiments,no,low,"Answer the question. Given that condiments are daxable, is it true that wheelchairs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.12026132643222809
rat,livestock,rats,livestocks,no,high,"Answer the question. Given that livestocks are daxable, is it true that rats are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 13), (23, 24))",0.9306801557540894
machine gun,weapon,machine guns,weapons,yes,high,"Answer the question. Given that weapons are daxable, is it true that machine guns are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7767832279205322
kangaroo,tool,kangaroos,tools,no,low,"Answer the question. Given that tools are daxable, is it true that kangaroos are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.10136931389570236
rabbit,livestock,rabbits,livestocks,yes,high,"Answer the question. Given that livestocks are daxable, is it true that rabbits are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 13), (23, 24))",0.9273988604545593
chickpea,vegetable,chickpeas,vegetables,yes,high,"Answer the question. Given that vegetables are daxable, is it true that chickpeas are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7766750454902649
cummerbund,accessory,cummerbunds,accessories,yes,low,"Answer the question. Given that accessories are daxable, is it true that cummerbunds are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.7538668513298035
green beans,electronic device,green beans,electronic devices,no,low,"Answer the question. Given that electronic devices are daxable, is it true that green beans are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.12062766402959824
omelet,tool,omelets,tools,no,low,"Answer the question. Given that tools are daxable, is it true that omelets are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.0971539095044136
cobra,mammal,cobras,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that cobras are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.8812094926834106
pitcher,drink,pitchers,drinks,no,high,"Answer the question. Given that drinks are daxable, is it true that pitchers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.8774152398109436
kettle,electronic device,kettles,electronic devices,no,high,"Answer the question. Given that electronic devices are daxable, is it true that kettles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.6265242099761963
guinea pig,animal,guinea pigs,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that guinea pigs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.8792073726654053
dart,weapon,darts,weapons,yes,high,"Answer the question. Given that weapons are daxable, is it true that darts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7046412825584412
submarine,water vehicle,submarines,water vehicles,yes,high,"Answer the question. Given that water vehicles are daxable, is it true that submarines are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.9381476640701294
tweezers,food,tweezers,food,no,low,"Answer the question. Given that food is daxable, is it true that tweezers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.1329614818096161
salad,plant,salads,plants,no,high,"Answer the question. Given that plants are daxable, is it true that salads are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.8328742384910583
wagon,food,wagons,food,no,low,"Answer the question. Given that food is daxable, is it true that wagons are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.14563822746276855
test tube,container,test tubes,containers,yes,low,"Answer the question. Given that containers are daxable, is it true that test tubes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.3194793164730072
stew,food,stew,food,yes,high,"Answer the question. Given that food is daxable, is it true that stew is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.805324912071228
corn,vegetable,corn,vegetables,yes,high,"Answer the question. Given that vegetables are daxable, is it true that corn is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((14, 14), (24, 24))",0.8249803185462952
piano,animal,pianos,animals,no,low,"Answer the question. Given that animals are daxable, is it true that pianos are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.118960902094841
watermelon,outerwear,watermelons,outerwear,no,low,"Answer the question. Given that outerwear is daxable, is it true that watermelons are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.13428623974323273
blowgun,animal,blowguns,animals,no,high,"Answer the question. Given that animals are daxable, is it true that blowguns are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.4444747269153595
cranberry,vehicle,cranberries,vehicles,no,low,"Answer the question. Given that vehicles are daxable, is it true that cranberries are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.10756149888038635
walrus,animal,walruses,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that walruses are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8495398163795471
remote control,electronic device,remote controls,electronic devices,yes,high,"Answer the question. Given that electronic devices are daxable, is it true that remote controls are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.7378570437431335
birdbath,container,birdbaths,containers,yes,low,"Answer the question. Given that containers are daxable, is it true that birdbaths are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.37660667300224304
hook,fastener,hooks,fasteners,yes,high,"Answer the question. Given that fasteners are daxable, is it true that hooks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 14), (24, 24))",0.7339071035385132
beaver,animal,beavers,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that beavers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8919429779052734
lampshade,seafood,lampshades,seafood,no,low,"Answer the question. Given that seafood is daxable, is it true that lampshades are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 11), (21, 24))",0.08538056910037994
artichoke,furniture,artichokes,furniture,no,low,"Answer the question. Given that furniture is daxable, is it true that artichokes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.11971251666545868
bolo tie,headwear,bolo ties,headwear,no,high,"Answer the question. Given that headwear is daxable, is it true that bolo ties are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.7933666110038757
birdhouse,animal,birdhouses,animals,no,high,"Answer the question. Given that animals are daxable, is it true that birdhouses are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.4336976706981659
crutch,sea animal,crutches,sea animals,no,low,"Answer the question. Given that sea animals are daxable, is it true that crutches are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.10422694683074951
raft,animal,rafts,animals,no,high,"Answer the question. Given that animals are daxable, is it true that rafts are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.4991450905799866
sickle,weapon,sickles,weapons,no,high,"Answer the question. Given that weapons are daxable, is it true that sickles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.7706454396247864
seaweed,plant,seaweeds,plants,yes,low,"Answer the question. Given that plants are daxable, is it true that seaweeds are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7960453033447266
baklava,tool,baklavas,tools,no,low,"Answer the question. Given that tools are daxable, is it true that baklavas are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.10085641592741013
goat,animal,goats,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that goats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8786910772323608
coffee pot,kitchen tool,coffee pots,kitchen tools,no,high,"Answer the question. Given that kitchen tools are daxable, is it true that coffee pots are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.7377720475196838
sling,clothing,slings,clothing,no,high,"Answer the question. Given that clothing is daxable, is it true that slings are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.7974178791046143
shovel,tool,shovels,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that shovels are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8251076340675354
bee,food,bees,food,no,high,"Answer the question. Given that food is daxable, is it true that bees are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.39601054787635803
pepperoni,vehicle,pepperonis,vehicles,no,low,"Answer the question. Given that vehicles are daxable, is it true that pepperonis are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.10955891758203506
incubator,animal,incubators,animals,no,high,"Answer the question. Given that animals are daxable, is it true that incubators are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.48520010709762573
scone,breakfast,scones,breakfasts,yes,low,"Answer the question. Given that breakfasts are daxable, is it true that scones are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8738035559654236
football helmet,headwear,football helmets,headwear,yes,low,"Answer the question. Given that headwear is daxable, is it true that football helmets are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.6853441596031189
hoodie,protective clothing,hoodies,protective clothing,no,high,"Answer the question. Given that protective clothing is daxable, is it true that hoodies are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.797369658946991
squirrel,mammal,squirrels,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that squirrels are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.915047287940979
hawk,bird,hawks,birds,yes,high,"Answer the question. Given that birds are daxable, is it true that hawks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.9329570531845093
leopard,tool,leopards,tools,no,low,"Answer the question. Given that tools are daxable, is it true that leopards are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.10032955557107925
marijuana,animal,marijuana,animals,no,high,"Answer the question. Given that animals are daxable, is it true that marijuana is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((14, 14), (24, 24))",0.4606216847896576
bow,fastener,bow,fasteners,yes,low,"Answer the question. Given that fasteners are daxable, is it true that a bow is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 13), (24, 24))",0.4857890009880066
screen,electronic device,screens,electronic devices,yes,high,"Answer the question. Given that electronic devices are daxable, is it true that screens are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.7738398909568787
seatbelt,container,seatbelts,containers,no,high,"Answer the question. Given that containers are daxable, is it true that seatbelts are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.6754011511802673
necklace,jewelry,necklaces,jewelry,yes,high,"Answer the question. Given that jewelry is daxable, is it true that necklaces are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.9295356869697571
possum,mammal,possums,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that possums are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.9203139543533325
pen,office supply,pens,office supplies,yes,high,"Answer the question. Given that office supplies are daxable, is it true that pens are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.7628450393676758
tambourine,musical instrument,tambourines,musical instruments,yes,high,"Answer the question. Given that musical instruments are daxable, is it true that tambourines are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.7995750904083252
sheep,livestock,sheeps,livestocks,yes,high,"Answer the question. Given that livestocks are daxable, is it true that sheeps are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 13), (23, 24))",0.926647424697876
trashcan,tool,trashcans,tools,no,high,"Answer the question. Given that tools are daxable, is it true that trashcans are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.7456841468811035
terrarium,home decor,terrariums,home decor,yes,low,"Answer the question. Given that home decor is daxable, is it true that terrariums are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.5103006362915039
defibrillator,breakfast,defibrillators,breakfasts,no,low,"Answer the question. Given that breakfasts are daxable, is it true that defibrillators are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 11), (21, 24))",0.10931616276502609
pita,container,pita,containers,no,low,"Answer the question. Given that containers are daxable, is it true that pita is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.11107518523931503
oven,food,ovens,food,no,high,"Answer the question. Given that food is daxable, is it true that ovens are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.3892799913883209
kaleidoscope,toy,kaleidoscopes,toys,yes,high,"Answer the question. Given that toys are daxable, is it true that kaleidoscopes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 10), (20, 24))",0.7324482798576355
wedding cake,food,wedding cakes,food,yes,high,"Answer the question. Given that food is daxable, is it true that wedding cakes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.6072015166282654
rocking chair,furniture,rocking chairs,furniture,yes,high,"Answer the question. Given that furniture is daxable, is it true that rocking chairs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8433218002319336
hot tub,container,hot tubs,containers,yes,low,"Answer the question. Given that containers are daxable, is it true that hot tubs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.30926313996315
starfish,food,starfish,food,no,high,"Answer the question. Given that food is daxable, is it true that starfish are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.4193382263183594
moss,electronic device,mosses,electronic devices,no,low,"Answer the question. Given that electronic devices are daxable, is it true that mosses are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.11709530651569366
funnel,animal,funnels,animals,no,low,"Answer the question. Given that animals are daxable, is it true that funnels are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.12357941269874573
crate,furniture,crates,furniture,no,high,"Answer the question. Given that furniture is daxable, is it true that crates are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.6843545436859131
raccoon,container,raccoons,containers,no,low,"Answer the question. Given that containers are daxable, is it true that raccoons are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.11250200122594833
cruise ship,water vehicle,cruise ships,water vehicles,yes,high,"Answer the question. Given that water vehicles are daxable, is it true that cruise ships are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.958579421043396
pelican,sea animal,pelicans,sea animals,no,high,"Answer the question. Given that sea animals are daxable, is it true that pelicans are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.8184581398963928
patty,food,patties,food,yes,high,"Answer the question. Given that food is daxable, is it true that patties are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7901415824890137
tank,auto part,tanks,auto parts,no,high,"Answer the question. Given that auto parts are daxable, is it true that tanks are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 14), (24, 24))",0.7894061207771301
roadsweeper,vehicle,roadsweepers,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that roadsweepers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.8811007738113403
donkey,kitchen equipment,donkeys,kitchen equipment,no,low,"Answer the question. Given that kitchen equipment is daxable, is it true that donkeys are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.08497340977191925
nacho,dessert,nachos,desserts,no,high,"Answer the question. Given that desserts are daxable, is it true that nachos are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.8489395976066589
ambulance,vehicle,ambulances,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that ambulances are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8348313570022583
velcro,fastener,velcros,fasteners,yes,low,"Answer the question. Given that fasteners are daxable, is it true that velcros are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 12), (22, 24))",0.633394181728363
carriage,vehicle,carriages,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that carriages are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8471708297729492
outfit,clothing,outfits,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that outfits are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8685751557350159
basil,animal,basil,animals,no,high,"Answer the question. Given that animals are daxable, is it true that basil is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.4715820848941803
oyster,food,oysters,food,yes,high,"Answer the question. Given that food is daxable, is it true that oysters are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7293617725372314
horn,musical instrument,horns,musical instruments,yes,high,"Answer the question. Given that musical instruments are daxable, is it true that horns are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8515763282775879
walker,clothing,walkers,clothing,no,high,"Answer the question. Given that clothing is daxable, is it true that walkers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.6865349411964417
throne,home decor,thrones,home decor,no,high,"Answer the question. Given that home decor is daxable, is it true that thrones are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.5987677574157715
cleaver,tool,cleavers,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that cleavers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.743529200553894
puppy,animal,puppies,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that puppies are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8505988121032715
staple,fastener,staples,fasteners,yes,low,"Answer the question. Given that fasteners are daxable, is it true that staples are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 12), (22, 24))",0.6667001843452454
flower,animal,flowers,animals,no,high,"Answer the question. Given that animals are daxable, is it true that flowers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((14, 14), (24, 24))",0.5111958384513855
cat,mammal,cats,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that cats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 14), (24, 24))",0.9094222784042358
praying mantis,mammal,praying mantises,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that praying mantises are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 11), (21, 24))",0.8143507838249207
belt,accessory,belts,accessories,yes,low,"Answer the question. Given that accessories are daxable, is it true that belts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7057000398635864
whisk,kitchen tool,whisks,kitchen tools,yes,high,"Answer the question. Given that kitchen tools are daxable, is it true that whisks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.8093186020851135
aquarium,container,aquariums,containers,yes,low,"Answer the question. Given that containers are daxable, is it true that aquariums are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.3439047932624817
earwig,furniture,earwigs,furniture,no,low,"Answer the question. Given that furniture is daxable, is it true that earwigs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.11728812754154205
lobster,seafood,lobsters,seafood,yes,high,"Answer the question. Given that seafood is daxable, is it true that lobsters are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.9043788313865662
calculator,electronic device,calculators,electronic devices,no,high,"Answer the question. Given that electronic devices are daxable, is it true that calculators are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.7343364357948303
incubator,food,incubators,food,no,high,"Answer the question. Given that food is daxable, is it true that incubators are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.47754162549972534
ukulele,musical instrument,ukuleles,musical instruments,yes,high,"Answer the question. Given that musical instruments are daxable, is it true that ukuleles are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8875367641448975
pig,livestock,pigs,livestocks,yes,high,"Answer the question. Given that livestocks are daxable, is it true that pigs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 13), (23, 24))",0.9248960614204407
pug,kitchen equipment,pugs,kitchen equipment,no,low,"Answer the question. Given that kitchen equipment is daxable, is it true that pugs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.08390113711357117
blazer,outerwear,blazers,outerwear,yes,high,"Answer the question. Given that outerwear is daxable, is it true that blazers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.845410168170929
notepad,office supply,notepads,office supplies,yes,high,"Answer the question. Given that office supplies are daxable, is it true that notepads are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.7850232124328613
dollhouse,toy,dollhouses,toys,yes,low,"Answer the question. Given that toys are daxable, is it true that dollhouses are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.6610327959060669
fishnet stockings,clothing,fishnet stockings,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that fishnet stockings are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.8078493475914001
quill,office supply,quills,office supplies,no,high,"Answer the question. Given that office supplies are daxable, is it true that quills are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.6758886575698853
sailboat,water vehicle,sailboats,water vehicles,yes,high,"Answer the question. Given that water vehicles are daxable, is it true that sailboats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.9516502022743225
floss,toiletry,flosses,toiletries,yes,high,"Answer the question. Given that toiletries are daxable, is it true that flosses are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.7219562530517578
brush,toiletry,brushes,toiletries,no,high,"Answer the question. Given that toiletries are daxable, is it true that brushes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.67943274974823
toucan,mammal,toucans,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that toucans are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.8498879075050354
dice,game,dices,games,yes,low,"Answer the question. Given that games are daxable, is it true that dices are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.82718425989151
box,container,boxes,containers,yes,high,"Answer the question. Given that containers are daxable, is it true that boxes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((14, 14), (24, 24))",0.713088870048523
marmalade,breakfast,marmalade,breakfasts,yes,low,"Answer the question. Given that breakfasts are daxable, is it true that marmalade is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.7911126613616943
hairdryer,toiletry,hairdryers,toiletries,yes,high,"Answer the question. Given that toiletries are daxable, is it true that hairdryers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.6855746507644653
chicken,mammal,chicken,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that a chicken is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (24, 24))",0.9090802669525146
arrow,food,arrows,food,no,low,"Answer the question. Given that food is daxable, is it true that arrows are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.1448451578617096
tractor,vehicle,tractors,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that tractors are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8525521159172058
peanut butter,breakfast,peanut butter,breakfasts,yes,low,"Answer the question. Given that breakfasts are daxable, is it true that peanut butter is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.8581212759017944
