premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
food,lamb,yes,0.32659411430358887,low,food,lambs
auto part,trolley,no,0.7980812788009644,high,auto parts,trolleys
food,chocolate,yes,0.7405863404273987,high,food,chocolates
garden tool,clipper,no,0.8635988831520081,high,garden tools,clippers
women's clothing,brussels sprouts,no,0.15195533633232117,low,women's clothes,brussels sprouts
vegetable,garlic,yes,0.8248101472854614,high,vegetables,garlic
drink,espresso,yes,0.8856748938560486,high,drinks,espresso
food,curry,yes,0.8045998811721802,high,food,curry
plant,fern,yes,0.9480372071266174,high,plants,ferns
footwear,nacho,no,0.11095744371414185,low,footwear,nachos
container,police car,no,0.6916513442993164,high,containers,police cars
electronic device,waffle iron,no,0.6740589141845703,high,electronic devices,waffle irons
kitchen equipment,pug,no,0.08390113711357117,low,kitchen equipment,pugs
animal,basil,no,0.4715820848941803,high,animals,basil
tool,grater,yes,0.6482188701629639,low,tools,graters
food,cantaloupe,yes,0.7904583811759949,high,food,cantaloupes
protective clothing,leggings,no,0.7943243384361267,high,protective clothing,leggings
animal,leech,yes,0.578214704990387,high,animals,leeches
livestock,cow,yes,0.9235395193099976,high,livestocks,cows
medical equipment,mole,no,0.11837681382894516,low,medical equipment,moles
container,panther,no,0.11268104612827301,low,containers,panthers
footwear,flipper,yes,0.8936688303947449,high,footwear,flippers
livestock,donkey,yes,0.9396575689315796,high,livestocks,donkeys
plant,grape,no,0.8808388113975525,high,plants,grapes
food,peg,no,0.41796132922172546,high,food,pegs
food,jar,no,0.4262228012084961,high,food,jars
headwear,star fruit,no,0.15604348480701447,low,headwear,star fruits
mammal,bat,yes,0.898212194442749,high,mammals,bats
tool,pencil sharpener,yes,0.8050754070281982,high,tools,pencil sharpeners
furniture,dollhouse,no,0.69581538438797,high,furniture,dollhouses
breakfast,quesadilla,no,0.8855670094490051,high,breakfasts,quesadillas
tool,rope,yes,0.6409285664558411,low,tools,ropes
breakfast,peanut butter,yes,0.8581212759017944,low,breakfasts,peanut butter
mammal,lizard,no,0.8474465012550354,high,mammals,lizards
fastener,pocketknife,no,0.7140386700630188,high,fasteners,pocketknives
animal,porcupine,yes,0.8770998120307922,high,animals,porcupines
container,crate,yes,0.8360573649406433,high,containers,crates
food,pastry,yes,0.8095153570175171,high,food,pastries
clothing,cornmeal,no,0.15028169751167297,low,clothing,cornmeal
food,boat,no,0.14343515038490295,low,food,boats
animal,mosquito,yes,0.8375734090805054,high,animals,mosquitoes
animal,harp,no,0.11812301725149155,low,animals,harps
protective clothing,undershirt,no,0.8011801242828369,high,protective clothing,undershirts
vehicle,rickshaw,yes,0.8182492852210999,high,vehicles,rickshaws
plant,weed,yes,0.919561505317688,high,plants,weeds
fruit,pistachio,no,0.8924528360366821,high,fruits,pistachios
food,lemonade,no,0.7232925891876221,high,food,lemonades
protective clothing,lasagna,no,0.11531742662191391,low,protective clothing,lasagna
weapon,whipped cream,no,0.12354367226362228,low,weapons,whipped cream
food,lollipop,yes,0.5751364827156067,high,food,lollipops
water vehicle,kiwi,no,0.10041442513465881,low,water vehicles,kiwis
container,car door,no,0.7125155925750732,high,containers,car doors
food,poster,no,0.13325165212154388,low,food,posters
office supply,bull,no,0.10401424020528793,low,office supplies,bulls
tool,nail file,no,0.7826998233795166,high,tools,nail files
animal,unicycle,no,0.11774256825447083,low,animals,unicycles
clothing,purse,no,0.6683340668678284,high,clothing,purses
water vehicle,papaya,no,0.10047700256109238,low,water vehicles,papayas
toy,teddy bear,no,0.8596497774124146,high,toys,teddy bears
condiment,submarine,no,0.11774163693189621,low,condiments,submarines
weapon,ham,no,0.1257704645395279,low,weapons,hams
kitchen tool,can opener,yes,0.7733866572380066,high,kitchen tools,can openers
musical instrument,xylophone,yes,0.8217244744300842,high,musical instruments,xylophones
animal,pelican,yes,0.8727369904518127,high,animals,pelicans
tool,pickax,yes,0.8954941034317017,high,tools,pickaxes
fastener,brownie,no,0.11095861345529556,low,fasteners,brownies
bird,vulture,yes,0.9373248219490051,high,birds,vultures
clothing,suit,yes,0.8577738404273987,high,clothing,suits
furniture,chest,no,0.7958621382713318,high,furniture,chests
animal,starfish,yes,0.7257170677185059,high,animals,starfish
musical instrument,record player,no,0.8191543221473694,high,musical instruments,record players
food,toothpaste,no,0.4465765058994293,high,food,toothpaste
animal,fly,yes,0.8117643594741821,high,animals,flies
sea animal,jellyfish,yes,0.8434123396873474,high,sea animals,jellyfish
office supply,clipboard,yes,0.7538362741470337,high,office supplies,clipboards
tool,soldering iron,yes,0.8394784331321716,high,tools,soldering irons
food,ready meal,no,0.7528852224349976,high,food,ready meals
school supply,book,yes,0.7326492071151733,high,school supplies,books
mammal,kitten,yes,0.9035317897796631,high,mammals,kittens
clothing,shoe,yes,0.7528473138809204,high,clothing,shoes
vehicle,aircraft carrier,yes,0.8724615573883057,high,vehicles,aircraft carriers
kitchen tool,hammer,no,0.7637831568717957,high,kitchen tools,hammers
weapon,scissors,yes,0.6754165291786194,high,weapons,scissors
food,sushi,yes,0.7981277108192444,high,food,sushi
container,egg,no,0.10531151294708252,low,containers,eggs
food,turkey,yes,0.3785952627658844,low,food,turkeys
vehicle,airplane,yes,0.8717005252838135,high,vehicles,airplanes
auto part,odometer,yes,0.6385982036590576,high,auto parts,odometers
vehicle,minivan,yes,0.8455080986022949,high,vehicles,minivans
food,mandolin,no,0.1355878859758377,low,food,mandolins
fastener,safety pin,yes,0.788886547088623,high,fasteners,safety pins
food,magnifying glass,no,0.14471398293972015,low,food,magnifying glasses
weapon,scalpel,yes,0.7602660655975342,high,weapons,scalpels
toy,mint,no,0.13192744553089142,low,toys,mint
mammal,ram,yes,0.9183738231658936,high,mammals,rams
tool,machete,no,0.7102947235107422,high,tools,machetes
food,drawer,no,0.141024649143219,low,food,drawers
weapon,saw,no,0.7586720585823059,high,weapons,saws
office supply,pen,yes,0.7628450393676758,high,office supplies,pens
mammal,leopard,yes,0.914584219455719,high,mammals,leopards
food,chips,yes,0.7910165190696716,high,food,chips
kitchen equipment,dryer,no,0.8212453722953796,high,kitchen equipment,dryers
food,cloak,no,0.13847793638706207,low,food,cloaks
tool,crate,no,0.8013895153999329,high,tools,crates
tool,brownie,no,0.09499355405569077,low,tools,brownies
food,margarita,no,0.7181540131568909,high,food,margaritas
container,tugboat,no,0.6960123777389526,high,containers,tugboats
food,candy bar,yes,0.5897244215011597,high,food,candy bars
electronic device,cooker,yes,0.6692392230033875,high,electronic devices,cookers
tool,lightbulb,yes,0.6101933717727661,low,tools,lightbulbs
clothing,robe,yes,0.87395840883255,high,clothing,robes
home decor,llama,no,0.19818015396595,low,home decor,llamas
garden tool,taco,no,0.12924154102802277,low,garden tools,tacos
animal,juicer,no,0.20050716400146484,low,animals,juicers
home decor,birdcage,yes,0.5402357578277588,high,home decor,birdcages
clothing,wig,no,0.7502021193504333,high,clothing,wigs
dessert,pie,yes,0.8146655559539795,low,desserts,pies
musical instrument,cd player,no,0.7135571837425232,high,musical instruments,cd players
office supply,catfish,no,0.10348988324403763,low,office supplies,catfish
container,minivan,no,0.6779246926307678,high,containers,minivans
headwear,top hat,yes,0.8341781497001648,high,headwear,top hats
office supply,guinea pig,no,0.10426371544599533,low,office supplies,guinea pigs
animal,slug,yes,0.8141536712646484,high,animals,slugs
animal,highchair,no,0.11900686472654343,low,animals,highchairs
condiment,peanut butter,no,0.8217061161994934,high,condiments,peanut butter
clothing,underwear,yes,0.8364518284797668,high,clothing,underwear
container,hatbox,yes,0.5176251530647278,low,containers,hatboxes
food,cupcake,yes,0.7758915424346924,high,food,cupcakes
mammal,tarantula,no,0.8606001734733582,high,mammals,tarantulas
furniture,ottoman,yes,0.8329398036003113,high,furniture,ottoman
auto part,wheel,yes,0.7263699173927307,high,auto parts,wheels
dessert,ruler,no,0.0925828292965889,low,desserts,rulers
animal,spinach,no,0.435840904712677,high,animals,spinach
school supply,crayon,yes,0.6965512633323669,high,school supplies,crayons
vehicle,coffee bean,no,0.10837804526090622,low,vehicles,coffee beans
school supply,whiteboard,yes,0.5710297226905823,high,school supplies,whiteboards
clothing,boxer shorts,yes,0.8306237459182739,high,clothing,boxer shorts
container,backpack,yes,0.44530490040779114,low,containers,backpacks
tool,blowfish,no,0.09500950574874878,low,tools,blowfish
breakfast,cheeseburger,no,0.8748965859413147,high,breakfasts,cheeseburgers
electronic device,camcorder,yes,0.7631503343582153,high,electronic devices,camcorders
vehicle,mango,no,0.10763250291347504,low,vehicles,mangoes
sea animal,locker,no,0.10585515946149826,low,sea animals,lockers
vegetable,corn,yes,0.8249803185462952,high,vegetables,corn
electronic device,microphone,yes,0.6838647723197937,high,electronic devices,microphones
animal,poinsettia,no,0.44340088963508606,high,animals,poinsettias
animal,ostrich,yes,0.8768845200538635,high,animals,ostriches
vegetable,firetruck,no,0.09631431102752686,low,vegetables,firetrucks
mammal,chihuahua,yes,0.9119632840156555,high,mammals,chihuahuas
vehicle,police car,no,0.8314782381057739,high,vehicles,police cars
tool,pencil,yes,0.6177484393119812,low,tools,pencils
food,marijuana,no,0.5451162457466125,high,food,marijuana
mammal,shopping cart,no,0.10283058136701584,low,mammals,shopping carts
container,cat,no,0.10817783325910568,low,containers,cats
clothing,tube top,yes,0.8543274402618408,high,clothing,tube tops
weapon,cracker,no,0.12380335479974747,low,weapons,crackers
water vehicle,camper,no,0.8518275618553162,high,water vehicles,campers
kitchen equipment,badger,no,0.08273372799158096,low,kitchen equipment,badgers
electronic device,cord,no,0.7067894339561462,high,electronic devices,cords
food,catfish,yes,0.3370016813278198,low,food,catfish
animal,tumbleweed,no,0.4918692111968994,high,animals,tumbleweeds
toiletry,lipstick,yes,0.7957327365875244,high,toiletries,lipsticks
tool,scraper,yes,0.875922441482544,high,tools,scrapers
mammal,zipper,no,0.10380268096923828,low,mammals,zippers
toy,xylophone,no,0.7967183589935303,high,toys,xylophones
vegetable,stir fry,no,0.8585736155509949,high,vegetables,stir fry
animal,seahorse,yes,0.8303989171981812,high,animals,seahorses
plant,wreath,no,0.8439528346061707,high,plants,wreaths
animal,whiteboard,no,0.12177960574626923,low,animals,whiteboards
bird,pelican,yes,0.9041917324066162,high,birds,pelicans
food,ready meal,yes,0.7528852224349976,high,food,ready meals
furniture,walrus,no,0.11649850010871887,low,furniture,walruses
mammal,iguana,no,0.8883481025695801,high,mammals,iguanas
animal,projector,no,0.12378557026386261,low,animals,projectors
auto part,roof rack,yes,0.7856585383415222,high,auto parts,roof racks
plant,bamboo,yes,0.786861777305603,low,plants,bamboos
food,taffy,yes,0.6503947377204895,high,food,taffy
container,filing cabinet,yes,0.7000513076782227,high,containers,filing cabinets
animal,turtle,yes,0.8837530612945557,high,animals,turtles
mammal,anteater,yes,0.8981012105941772,high,mammals,anteaters
electronic device,router,yes,0.7951119542121887,high,electronic devices,routers
plant,dandelion,yes,0.7862228155136108,low,plants,dandelions
container,inkwell,yes,0.5467818379402161,low,containers,inkwells
mammal,mirror,no,0.10242605954408646,low,mammals,mirrors
fruit,squash,no,0.8787679672241211,high,fruits,squash
accessory,purse,yes,0.6941984295845032,low,accessories,purses
container,tank,no,0.7210878133773804,high,containers,tanks
food,bun,yes,0.7924594283103943,high,food,buns
dessert,rickshaw,no,0.09170493483543396,low,desserts,rickshaws
vegetable,pumpkin,yes,0.7734180092811584,high,vegetables,pumpkins
clothing,fruitcake,no,0.1502595692873001,low,clothing,fruitcakes
mammal,hawk,no,0.8854265213012695,high,mammals,hawks
clothing,leotard,yes,0.7987335920333862,high,clothing,leotards
animal,mold,no,0.11721474677324295,low,animals,molds
garden tool,hoe,yes,0.8729272484779358,high,garden tools,hoes
container,can,yes,0.3535267114639282,low,containers,cans
clothing,pita,no,0.15624532103538513,low,clothing,pita
food,prune,yes,0.7387357950210571,high,food,prunes
food,banana,yes,0.7492529153823853,high,food,bananas
electronic device,coffeemaker,yes,0.7048091292381287,high,electronic devices,coffeemakers
footwear,footrest,no,0.8926454186439514,high,footwear,footrests
tool,staple gun,yes,0.8845112323760986,high,tools,staple guns
sea animal,mussel,yes,0.7540363669395447,high,sea animals,mussels
dessert,parfait,yes,0.9066379070281982,high,desserts,parfaits
auto part,dashboard,yes,0.8197069764137268,high,auto parts,dashboards
candy,cranberry,no,0.8525623679161072,high,candy,cranberries
game,videogame,yes,0.7566548585891724,low,games,videogames
vehicle,bow,no,0.7029824256896973,high,vehicles,bow
sea animal,starfish,yes,0.8571413159370422,high,sea animals,starfish
animal,horse,yes,0.8727849721908569,high,animals,horses
home decor,basket,no,0.5466551184654236,high,home decor,baskets
mammal,weasel,yes,0.9079305529594421,high,mammals,weasels
clothing,hairspray,no,0.6458755731582642,high,clothing,hairsprays
container,pie,no,0.11417360603809357,low,containers,pies
weapon,ketchup,no,0.12403865903615952,low,weapons,ketchup
food,appetizer,yes,0.7956023812294006,high,food,appetizers
women's clothing,pea,no,0.15061745047569275,low,women's clothes,peas
seafood,curry,no,0.8415095806121826,high,seafood,curry
water vehicle,canoe,yes,0.9305656552314758,high,water vehicles,canoes
electronic device,earwig,no,0.1132221668958664,low,electronic devices,earwigs
musical instrument,tambourine,yes,0.7995750904083252,high,musical instruments,tambourines
fruit,bomb,no,0.08582628518342972,low,fruits,bombs
musical instrument,violin,yes,0.9229945540428162,high,musical instruments,violins
candy,caramel,yes,0.6514453887939453,low,candy,caramels
insect,earwig,yes,0.9391871094703674,high,insects,earwigs
furniture,swordfish,no,0.11644532531499863,low,furniture,swordfish
food,lightbulb,no,0.12931494414806366,low,food,lightbulbs
school supply,mint,no,0.11463750153779984,low,school supplies,mint
animal,toad,yes,0.8690055012702942,high,animals,toads
plant,bonsai,yes,0.9138370752334595,high,plants,bonsai
container,camper,no,0.7745279669761658,high,containers,campers
candy,easter egg,no,0.8716193437576294,high,candy,easter eggs
weapon,fig,no,0.1239534392952919,low,weapons,figs
plant,pear,no,0.8874991536140442,high,plants,pears
breakfast,donut,yes,0.8531265258789062,low,breakfasts,donuts
home decor,hamburger,no,0.1963186264038086,low,home decor,hamburgers
food,plum,yes,0.787328839302063,high,food,plums
plant,moss,yes,0.9426688551902771,high,plants,mosses
food,fruit,yes,0.7942683696746826,high,food,fruits
animal,piano,no,0.118960902094841,low,animals,pianos
livestock,boar,no,0.9305440783500671,high,livestocks,boars
animal,octopus,yes,0.8276046514511108,high,animals,octopus
animal,fish,yes,0.8212796449661255,high,animals,fish
protective clothing,armor,yes,0.6871639490127563,high,protective clothing,armor
clothing,bra,yes,0.8015915751457214,high,clothing,bras
food,sugar cube,no,0.6791685819625854,high,food,sugar cubes
tool,punch,yes,0.8541538715362549,high,tools,fruit punches
sea animal,duckling,no,0.7997814416885376,high,sea animals,ducklings
animal,otter,yes,0.879543125629425,high,animals,otters
vegetable,raspberry,no,0.8460193872451782,high,vegetables,raspberries
seafood,roadsweeper,no,0.08449969440698624,low,seafood,roadsweepers
animal,ladybug,yes,0.8171718716621399,high,animals,ladybugs
food,toothpick,no,0.43532130122184753,high,food,toothpicks
food,jelly bean,yes,0.7076150178909302,high,food,jelly beans
food,garlic,yes,0.7570167779922485,high,food,garlic
tool,beet,no,0.09672805666923523,low,tools,beets
clothing,coat,yes,0.8626186847686768,high,clothing,coats
container,shopping cart,no,0.7427135705947876,high,containers,shopping carts
bird,nail file,no,0.0871410071849823,low,birds,nail files
fruit,grapefruit,yes,0.8418665528297424,high,fruits,grapefruits
headwear,papaya,no,0.156342014670372,low,headwear,papayas
food,tortilla,yes,0.8085043430328369,high,food,tortillas
water vehicle,ship,yes,0.9449422955513,high,water vehicles,ships
weapon,wire cutters,no,0.7297524809837341,high,weapons,wire cutters
school supply,scrabble,no,0.6910372376441956,high,school supplies,scrabble
food,cheesecake,yes,0.7922053933143616,high,food,cheesecake
food,desk,no,0.14071501791477203,low,food,desks
vehicle,mulberry,no,0.10829821228981018,low,vehicles,mulberries
jewelry,coyote,no,0.09505785256624222,low,jewelry,coyotes
food,cilantro,yes,0.6897820234298706,high,food,cilantro
vegetable,cantaloupe,no,0.8658026456832886,high,vegetables,cantaloupes
food,honey,yes,0.735061526298523,high,food,honey
candy,taffy,yes,0.8848204016685486,high,candy,taffy
food,honeypot,no,0.5712931752204895,high,food,honeypots
clothing,necklace,no,0.7404231429100037,high,clothing,necklaces
tool,margarita,no,0.09842991083860397,low,tools,margaritas
tool,duster,yes,0.48338839411735535,low,tools,dusters
tool,hoe,yes,0.6651250720024109,low,tools,hoes
clothing,mitten,yes,0.7942858934402466,high,clothing,mittens
sea animal,scorpion,no,0.811245858669281,high,sea animals,scorpions
protective clothing,macadamia,no,0.11419261991977692,low,protective clothing,macadamia nuts
breakfast,hamburger,yes,0.85459303855896,low,breakfasts,hamburgers
sea animal,eel,yes,0.7832880020141602,high,sea animals,eels
game,yo-yo,yes,0.6656407117843628,low,games,yo-yos
clothing,butter,no,0.15511585772037506,low,clothing,butter
dessert,missile,no,0.09214244037866592,low,desserts,missiles
mammal,rhinoceros,yes,0.9147810339927673,high,mammals,rhinos
toiletry,lip gloss,no,0.8202018737792969,high,toiletries,lip glosses
vegetable,spinach,yes,0.8179112076759338,high,vegetables,spinach
food,gondola,no,0.13538886606693268,low,food,gondolas
food,pear,yes,0.7699462175369263,high,food,pears
food,pancake,yes,0.8027475476264954,high,food,pancakes
tool,smoothie,no,0.10120679438114166,low,tools,smoothies
musical instrument,baton,no,0.703715980052948,high,musical instruments,batons
animal,leopard,yes,0.8778294920921326,high,animals,leopards
footwear,stockings,yes,0.8280852437019348,high,footwear,stockings
food,chive,yes,0.7686647176742554,high,food,chives
food,ice-cream cone,no,0.6996234059333801,high,food,ice-cream cones
food,hood,no,0.14550352096557617,low,food,hoods
electronic device,food processor,no,0.6673386693000793,high,electronic devices,food processors
animal,goose,yes,0.883769690990448,high,animals,geese
electronic device,ferret,no,0.10954909771680832,low,electronic devices,ferrets
tool,llama,no,0.09367003291845322,low,tools,llamas
animal,sofa bed,no,0.1189706102013588,low,animals,sofa beds
animal,pear,no,0.41142216324806213,high,animals,pears
vehicle,steak,no,0.10841164737939835,low,vehicles,steaks
food,pesto,yes,0.7217755913734436,high,food,pesto
breakfast,casserole,no,0.8959382176399231,high,breakfasts,casseroles
tool,calf,no,0.1477859616279602,low,tools,calves
water vehicle,hovercraft,yes,0.961629331111908,high,water vehicles,hovercrafts
sea animal,turtle,yes,0.7988113164901733,high,sea animals,turtles
electronic device,oven,no,0.7473544478416443,high,electronic devices,ovens
water vehicle,helicopter,no,0.8678936958312988,high,water vehicles,helicopters
electronic device,polygraph,yes,0.8070126175880432,high,electronic devices,polygraphs
tool,dumpling,no,0.09628736972808838,low,tools,dumplings
food,chime,no,0.13246050477027893,low,food,chimes
animal,slot machine,no,0.120613232254982,low,animals,slot machines
accessory,sweater,no,0.7942582964897156,high,accessories,sweaters
vehicle,humvee,yes,0.8836135864257812,high,vehicles,humvees
school supply,calculator,yes,0.6618121266365051,high,school supplies,calculators
food,snack,yes,0.7826604247093201,high,food,snacks
clothing,top hat,yes,0.7459368705749512,high,clothing,top hats
jewelry,necklace,yes,0.9295356869697571,high,jewelry,necklaces
animal,weed,no,0.45424699783325195,high,animals,weeds
clothing,closet,no,0.6751038432121277,high,clothing,closets
bird,coaster,no,0.08636549860239029,low,birds,coasters
container,pan,yes,0.26485639810562134,low,containers,pans
dessert,flan,yes,0.8626827597618103,high,desserts,flan
musical instrument,raisin,no,0.10856005549430847,low,musical instruments,raisins
container,briefcase,yes,0.5262471437454224,low,containers,briefcases
container,fishbowl,yes,0.16041506826877594,low,containers,fishbowls
tool,handle,yes,0.858043909072876,high,tools,handles
toy,sprouts,no,0.13220031559467316,low,toys,sprouts
clothing,bulletproof vest,yes,0.8194446563720703,high,clothing,bulletproof vests
tool,banana split,no,0.0964602380990982,low,tools,banana splits
dessert,shortbread,yes,0.8642765283584595,high,desserts,shortbread
kitchen tool,tongs,yes,0.7750875949859619,high,kitchen tools,tongs
food,brownie,yes,0.7694082856178284,high,food,brownies
food,raisin,yes,0.7512922883033752,high,food,raisins
food,octopus,yes,0.3897028863430023,low,food,octopus
fruit,golf cart,no,0.08544192463159561,low,fruits,golf carts
food,banana split,no,0.7766806483268738,high,food,banana splits
kitchen equipment,stove,no,0.8549433350563049,high,kitchen equipment,stoves
mammal,seal,yes,0.9094865322113037,high,mammals,seals
tool,bracket,yes,0.7789922952651978,high,tools,brackets
weapon,tortellini,no,0.12497986853122711,low,weapons,tortellini
food,ivy,no,0.4208761751651764,high,food,ivy
women's clothing,suit,no,0.8889687657356262,high,women's clothes,suits
clothing,honey,no,0.15192480385303497,low,clothing,honey
animal,lamp,no,0.1195414811372757,low,animals,lamps
fastener,clothespin,yes,0.6901022791862488,low,fasteners,clothespins
fastener,needle,no,0.7516481876373291,high,fasteners,needles
breakfast,potpie,no,0.8795053362846375,high,breakfasts,potpies
footwear,flip-flop,no,0.9333406686782837,high,footwear,flip-flops
footwear,maggot,no,0.11041246354579926,low,footwear,maggots
plant,lime,no,0.8593494892120361,high,plants,limes
container,cabinet,yes,0.5887157917022705,low,containers,cabinets
seafood,screw,no,0.08469205349683762,low,seafood,screws
clothing,cheesecake,no,0.15132349729537964,low,clothing,cheesecake
clothing,egg,no,0.15197059512138367,low,clothing,eggs
vegetable,wrap,no,0.8571573495864868,high,vegetables,wrap
tool,fly,no,0.09225775301456451,low,tools,flies
vegetable,revolver,no,0.09615808725357056,low,vegetables,revolvers
dessert,nacho,no,0.8489395976066589,high,desserts,nachos
animal,badger,yes,0.8743278980255127,high,animals,badgers
tool,staple,no,0.7833834290504456,high,tools,staples
plant,wheat,no,0.8453372120857239,high,plants,wheat
container,bank,yes,0.47172755002975464,low,containers,banks
animal,wolf,yes,0.87458735704422,high,animals,wolves
vehicle,taillight,no,0.8118395209312439,high,vehicles,taillights
clothing,shawl,yes,0.8534508943557739,high,clothing,shawls
toiletry,curling iron,no,0.7043750882148743,high,toiletries,curling irons
food,inkwell,no,0.14191119372844696,low,food,inkwells
food,pitcher,no,0.40680259466171265,high,food,pitchers
food,mop,no,0.14569860696792603,low,food,mops
clothing,coconut,no,0.15805451571941376,low,clothing,coconuts
condiment,cream cheese,yes,0.7192966938018799,low,condiments,cream cheese
fruit,fruit,yes,1.0,high,fruits,fruits
jewelry,brooch,yes,0.9080586433410645,high,jewelry,brooches
auto part,windshield wiper,yes,0.7280457615852356,high,auto parts,windshield wipers
vehicle,banana split,no,0.10826992243528366,low,vehicles,banana splits
footwear,leggings,no,0.8210204243659973,high,footwear,leggings
electronic device,vacuum,yes,0.6819523572921753,high,electronic devices,vacuum cleaners
sea animal,electric chair,no,0.10569940507411957,low,sea animals,electric chairs
tool,brass knuckles,no,0.7657904028892517,high,tools,brass knuckles
food,shortbread,yes,0.7878751754760742,high,food,shortbread
food,bin,no,0.13890913128852844,low,food,bins
animal,papaya,no,0.4188416302204132,high,animals,papayas
water vehicle,enchilada,no,0.09964554756879807,low,water vehicles,enchiladas
animal,llama,yes,0.8766387701034546,high,animals,llamas
office supply,book,no,0.7075647115707397,high,office supplies,books
food,taco,yes,0.8057126998901367,high,food,tacos
food,applesauce,yes,0.7758389711380005,high,food,applesauce
food,gum,yes,0.5482149124145508,high,food,gums
plant,plant,yes,1.0,high,plants,plants
medical equipment,stretcher,yes,0.7134743332862854,high,medical equipment,stretchers
accessory,cufflink,yes,0.6391699314117432,low,accessories,cufflinks
protective clothing,jumpsuit,no,0.8293973803520203,high,protective clothing,jumpsuits
electronic device,tape recorder,yes,0.8006601929664612,high,electronic devices,tape recorders
animal,crayfish,yes,0.8184152245521545,high,animals,crayfish
container,roadsweeper,no,0.8099835515022278,high,containers,roadsweepers
animal,mole,yes,0.8776630759239197,high,animals,moles
animal,wine bottle,no,0.12000887840986252,low,animals,wine bottles
sea animal,duck,no,0.814932644367218,high,sea animals,ducks
animal,walrus,yes,0.8495398163795471,high,animals,walruses
breakfast,bread,yes,0.8704638481140137,low,breakfasts,bread
vegetable,eggplant,yes,0.6941039562225342,high,vegetables,eggplants
food,orange,yes,0.78220534324646,high,food,oranges
jewelry,makeup,no,0.8800022602081299,high,jewelry,makeup
food,eel,yes,0.26945096254348755,low,food,eels
garden tool,hose,yes,0.7144025564193726,low,garden tools,hoses
accessory,star fruit,no,0.1423134207725525,low,accessories,star fruits
animal,moth,yes,0.7943866848945618,high,animals,moths
auto part,rim,yes,0.802954912185669,high,auto parts,rims
furniture,bassinet,yes,0.7384946346282959,high,furniture,bassinets
animal,monkey,yes,0.850476861000061,high,animals,monkeys
garden tool,pitchfork,yes,0.8406335711479187,high,garden tools,pitchforks
tool,pencil sharpener,no,0.8050754070281982,high,tools,pencil sharpeners
musical instrument,ant,no,0.11020956188440323,low,musical instruments,ants
breakfast,whip,no,0.10673779249191284,low,breakfasts,whips
animal,kangaroo,yes,0.879519522190094,high,animals,kangaroos
bird,flamingo,yes,0.8672465682029724,high,birds,flamingoes
weapon,blowtorch,yes,0.7434307336807251,high,weapons,blowtorches
mammal,stereo,no,0.10020892322063446,low,mammals,stereos
livestock,goat,yes,0.9244362711906433,high,livestocks,goats
food,tamale,yes,0.7862882614135742,high,food,tamales
food,salad,yes,0.7985113859176636,high,food,salads
food,tweezers,no,0.1329614818096161,low,food,tweezers
food,mixer,no,0.4812242090702057,high,food,mixers
furniture,aardvark,no,0.1179431676864624,low,furniture,aardvarks
dessert,pogo stick,no,0.09205574542284012,low,desserts,pogo sticks
animal,gourd,no,0.4118203818798065,high,animals,gourds
clothing,hairpin,no,0.6525012254714966,high,clothing,hairpins
women's clothing,kimono,yes,0.8917500376701355,high,women's clothes,kimonos
auto part,grits,no,0.0932757779955864,low,auto parts,grits
vegetable,ratchet,no,0.09677483141422272,low,vegetables,ratchets
seafood,dryer,no,0.08483268320560455,low,seafood,dryers
jewelry,cornbread,no,0.09464586526155472,low,jewelry,cornbread
animal,gondola,no,0.39821603894233704,high,animals,gondolas
vehicle,boat,yes,0.8230605721473694,high,vehicles,boats
animal,seagull,yes,0.8653863668441772,high,animals,seagulls
food,gear,no,0.1327071636915207,low,food,gears
animal,dice,no,0.12319788336753845,low,animals,dices
breakfast,syrup,yes,0.722490668296814,low,breakfasts,syrups
dessert,grenade,no,0.09302638471126556,low,desserts,grenades
toiletry,comb,yes,0.7336374521255493,high,toiletries,combs
toiletry,toothpick,yes,0.5597183108329773,low,toiletries,toothpicks
footwear,rollerskate,yes,0.8601245284080505,high,footwear,rollerskates
fruit,poker,no,0.08611845970153809,low,fruits,pokers
furniture,chicken,no,0.13483557105064392,high,furniture,chicken
toy,scooter,yes,0.47834303975105286,low,toys,scooters
container,tractor,no,0.7012487053871155,high,containers,tractors
food,oatmeal,yes,0.7841686010360718,high,food,oatmeal
dessert,souffle,yes,0.8362436294555664,low,desserts,souffles
kitchen equipment,toaster oven,yes,0.8771088719367981,high,kitchen equipment,toaster ovens
furniture,filing cabinet,yes,0.7118347883224487,high,furniture,filing cabinets
tool,tiramisu,no,0.09490756690502167,low,tools,tiramisu
candy,marshmallow,yes,0.7396431565284729,low,candy,marshmallows
clothing,pepper,no,0.15530844032764435,low,clothing,peppers
food,pig,yes,0.4209558963775635,high,food,pigs
container,shaker,yes,0.3742519021034241,low,containers,shakers
vehicle,sled,yes,0.7039214372634888,high,vehicles,sleds
clothing,pocket,no,0.8342728614807129,high,clothing,pockets
toiletry,owl,no,0.13385458290576935,low,toiletries,owls
game,backgammon,yes,0.8327763080596924,low,games,backgammon
vehicle,police car,yes,0.8314782381057739,high,vehicles,police cars
plant,bush,yes,0.9218089580535889,high,plants,bushes
garden tool,ham,no,0.1295589804649353,low,garden tools,hams
animal,hawk,yes,0.8796703219413757,high,animals,hawks
food,lighter,no,0.14200341701507568,low,food,lighter
